Region,Year,0 to 10 km,>10 to 20 km,>20 to 50km,Population Density,Total Road Area,Total Greenery Area,Public Transport Travel,Private Transport Travel
Drenthe,2006,-1.0,-1.0,-1.0,106.0,483.0,10.0,-1.0,-1.0
Drenthe,2007,-1.0,-1.0,-1.0,105.0,-1.0,-1.0,-1.0,-1.0
Drenthe,2008,-1.0,-1.0,-1.0,105.0,484.0,10.0,-1.0,-1.0
Drenthe,2009,-1.0,-1.0,-1.0,105.0,-1.0,-1.0,-1.0,-1.0
Drenthe,2010,-1.0,-1.0,-1.0,105.0,491.0,8.0,-1.0,-1.0
Drenthe,2011,-1.0,-1.0,-1.0,105.0,-1.0,-1.0,-1.0,-1.0
Drenthe,2012,-1.0,-1.0,-1.0,106.0,491.0,8.0,-1.0,-1.0
Drenthe,2013,0.031634446397188,0.1265377855887522,0.8418277680140598,106.0,-1.0,-1.0,-1.0,-1.0
Drenthe,2014,-1.0,-1.0,-1.0,105.0,-1.0,-1.0,-1.0,-1.0
Drenthe,2015,-1.0,-1.0,-1.0,105.0,495.0,8.0,-1.0,-1.0
Drenthe,2016,-1.0,-1.0,-1.0,106.0,-1.0,-1.0,-1.0,-1.0
Drenthe,2017,0.0323084940072954,0.1235018238665971,0.8441896821261073,106.0,-1.0,-1.0,-1.0,-1.0
Drenthe,2018,0.0314242270653826,0.1206284845413076,0.8479472883933097,107.0,-1.0,-1.0,-1.0,3136.570000000001
Drenthe,2019,0.0329614604462474,0.1232251521298174,0.8438133874239351,107.0,-1.0,-1.0,-1.0,2989.6799999999994
Drenthe,2020,0.0313879352623835,0.1201569396763119,0.8484551250613045,108.0,-1.0,-1.0,-1.0,2353.425000000001
Drenthe,2021,-1.0,-1.0,-1.0,109.0,-1.0,-1.0,-1.0,2484.3100000000013
Drenthe,2022,-1.0,-1.0,-1.0,109.0,-1.0,-1.0,-1.0,2537.94
Drenthe,2023,-1.0,-1.0,-1.0,110.0,-1.0,-1.0,-1.0,2793.1499999999983
GM0738,2006,-1.0,-1.0,-1.0,242.0,161.0,2.0,-1.0,-1.0
GM0738,2007,-1.0,-1.0,-1.0,244.0,-1.0,-1.0,-1.0,-1.0
GM0738,2008,-1.0,-1.0,-1.0,246.0,163.0,2.0,-1.0,-1.0
GM0738,2009,-1.0,-1.0,-1.0,249.0,-1.0,-1.0,-1.0,-1.0
GM0738,2010,-1.0,-1.0,-1.0,250.0,160.0,2.0,-1.0,-1.0
GM0738,2011,-1.0,-1.0,-1.0,252.0,-1.0,-1.0,-1.0,-1.0
GM0738,2012,-1.0,-1.0,-1.0,253.0,158.0,4.0,-1.0,-1.0
GM0738,2013,0.0119682580980876,0.0950956159750227,0.8929361259268896,253.0,-1.0,-1.0,-1.0,-1.0
GM0738,2014,-1.0,-1.0,-1.0,255.0,-1.0,-1.0,-1.0,-1.0
GM0738,2015,-1.0,-1.0,-1.0,256.0,150.0,4.0,-1.0,-1.0
GM0738,2016,-1.0,-1.0,-1.0,259.0,-1.0,-1.0,-1.0,-1.0
GM0738,2017,0.0113689639006094,0.0928270042194092,0.8958040318799813,259.0,-1.0,-1.0,-1.0,-1.0
GM0738,2018,0.0113727742676622,0.092360712234348,0.8962665134979897,261.0,-1.0,-1.0,-1.0,-1.0
GM0738,2019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0738,2020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0738,2021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0738,2022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0738,2023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2006,-1.0,-1.0,-1.0,1890.0,363.0,191.0,-1.0,-1.0
Noord-Holland,2007,-1.0,-1.0,-1.0,1905.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2008,-1.0,-1.0,-1.0,1925.0,369.0,187.0,-1.0,-1.0
Noord-Holland,2009,-1.0,-1.0,-1.0,1950.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2010,-1.0,-1.0,-1.0,1968.0,349.0,181.0,-1.0,-1.0
Noord-Holland,2011,-1.0,-1.0,-1.0,1989.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2012,-1.0,-1.0,-1.0,2007.0,352.0,200.0,-1.0,-1.0
Noord-Holland,2013,0.0669475655430711,0.2692616372391653,0.6637907972177635,2024.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2014,-1.0,-1.0,-1.0,2037.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2015,-1.0,-1.0,-1.0,2048.0,347.0,200.0,-1.0,-1.0
Noord-Holland,2016,-1.0,-1.0,-1.0,2064.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2017,0.0656244206883766,0.2641043069888154,0.6702712723228078,2080.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2018,0.0636292223095051,0.2724635929663423,0.6639071847241526,2097.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2019,0.0643628256277869,0.2759915512790424,0.6596456230931705,2110.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2020,0.0659334397082288,0.2636767722817414,0.6703897880100296,2123.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2021,-1.0,-1.0,-1.0,2124.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2022,-1.0,-1.0,-1.0,2131.0,-1.0,-1.0,-1.0,-1.0
Noord-Holland,2023,-1.0,-1.0,-1.0,2165.0,-1.0,-1.0,-1.0,-1.0
Gelderland,2006,-1.0,-1.0,-1.0,1139.0,153.0,125.0,-1.0,-1.0
Gelderland,2007,-1.0,-1.0,-1.0,1139.0,-1.0,-1.0,-1.0,-1.0
Gelderland,2008,-1.0,-1.0,-1.0,1142.0,152.0,120.0,-1.0,-1.0
Gelderland,2009,-1.0,-1.0,-1.0,1147.0,-1.0,-1.0,-1.0,-1.0
Gelderland,2010,-1.0,-1.0,-1.0,1145.0,154.0,114.0,-1.0,-1.0
Gelderland,2011,-1.0,-1.0,-1.0,1149.0,-1.0,-1.0,-1.0,-1.0
Gelderland,2012,-1.0,-1.0,-1.0,1150.0,151.0,110.0,-1.0,-1.0
Gelderland,2013,0.0412054120541205,0.0928659286592865,0.8659286592865928,1153.0,-1.0,-1.0,-1.0,-1.0
Gelderland,2014,-1.0,-1.0,-1.0,1151.0,-1.0,-1.0,-1.0,-1.0
Gelderland,2015,-1.0,-1.0,-1.0,1143.0,152.0,111.0,-1.0,-1.0
Gelderland,2016,-1.0,-1.0,-1.0,1147.0,-1.0,-1.0,-1.0,-1.0
Gelderland,2017,0.0347826086956521,0.0934782608695652,0.8717391304347827,1156.0,-1.0,-1.0,-1.0,-1.0
Gelderland,2018,0.0383771929824561,0.1008771929824561,0.8607456140350876,1161.0,-1.0,-1.0,184.4899999999999,3022.2550000000037
Gelderland,2019,0.0376226826608506,0.1003271537622682,0.8620501635768812,1163.0,-1.0,-1.0,173.4849999999999,3003.1900000000032
Gelderland,2020,0.0384,0.1023999999999999,0.8592,1170.0,-1.0,-1.0,60.65999999999999,2443.1500000000037
Gelderland,2021,-1.0,-1.0,-1.0,1175.0,-1.0,-1.0,60.16499999999999,2541.4550000000017
Gelderland,2022,-1.0,-1.0,-1.0,1181.0,-1.0,-1.0,127.85000000000002,2780.080000000002
Gelderland,2023,-1.0,-1.0,-1.0,1186.0,-1.0,-1.0,150.91999999999996,2908.9700000000034
GM0480,2006,-1.0,-1.0,-1.0,464.0,54.0,6.0,-1.0,-1.0
GM0480,2007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2013,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2015,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0480,2023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2006,-1.0,-1.0,-1.0,285.0,99.0,6.0,-1.0,-1.0
GM0305,2007,-1.0,-1.0,-1.0,285.0,-1.0,-1.0,-1.0,-1.0
GM0305,2008,-1.0,-1.0,-1.0,286.0,106.0,6.0,-1.0,-1.0
GM0305,2009,-1.0,-1.0,-1.0,286.0,-1.0,-1.0,-1.0,-1.0
GM0305,2010,-1.0,-1.0,-1.0,288.0,101.0,6.0,-1.0,-1.0
GM0305,2011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2013,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2015,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0305,2023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2013,0.021703743895822,0.1047205642973412,0.8735756918068366,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2015,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2017,0.0191387559808612,0.0980861244019138,0.8827751196172249,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2018,0.0191588785046728,0.1004672897196261,0.8803738317757009,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2019,0.0196721311475409,0.0983606557377049,0.8819672131147541,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2020,0.0190045248868778,0.0968325791855203,0.8841628959276019,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Fryslân,2023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2013,0.034797698419947,0.1985569458398027,0.7666453557402502,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2015,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2017,0.034994609834978,0.2045774939878928,0.760427896177129,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2018,0.0332328744807363,0.1988270750183269,0.7679400505009368,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2019,0.0342787682333873,0.2091572123176661,0.7565640194489466,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2020,0.035124138503695,0.2192975172299261,0.7455783442663788,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alblasserdam,2023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2006,-1.0,-1.0,-1.0,2188.0,105.0,115.0,-1.0,-1.0
Zuid-Holland,2007,-1.0,-1.0,-1.0,2179.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2008,-1.0,-1.0,-1.0,2182.0,106.0,115.0,-1.0,-1.0
Zuid-Holland,2009,-1.0,-1.0,-1.0,2176.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2010,-1.0,-1.0,-1.0,2180.0,109.0,111.0,-1.0,-1.0
Zuid-Holland,2011,-1.0,-1.0,-1.0,2184.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2012,-1.0,-1.0,-1.0,2187.0,112.0,112.0,-1.0,-1.0
Zuid-Holland,2013,0.1109563602599814,0.2467502321262767,0.6422934076137419,2193.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2014,-1.0,-1.0,-1.0,2190.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2015,-1.0,-1.0,-1.0,2188.0,110.0,111.0,-1.0,-1.0
Zuid-Holland,2016,-1.0,-1.0,-1.0,2185.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2017,0.1128470389528132,0.2512403673598649,0.6359125936873219,2183.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2018,0.1170456916336323,0.2389943667848946,0.643959941581473,2196.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2019,0.1237598445330878,0.2398486243223892,0.6363915311445228,2199.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2020,0.1089118758703003,0.2435846429281878,0.6475034812015118,2204.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2021,-1.0,-1.0,-1.0,2206.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2022,-1.0,-1.0,-1.0,2206.0,-1.0,-1.0,-1.0,-1.0
Zuid-Holland,2023,-1.0,-1.0,-1.0,2217.0,-1.0,-1.0,-1.0,-1.0
GM0483,2006,-1.0,-1.0,-1.0,538.0,136.0,1.0,-1.0,-1.0
GM0483,2007,-1.0,-1.0,-1.0,539.0,-1.0,-1.0,-1.0,-1.0
GM0483,2008,-1.0,-1.0,-1.0,537.0,131.0,1.0,-1.0,-1.0
GM0483,2009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2013,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2015,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2018,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
GM0483,2023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2013,0.0552750465054477,0.0373372309327664,0.9073877225617858,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2015,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2017,0.0509741453253277,0.0448474451660335,0.9041784095086386,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2018,0.0495847875797328,0.0428451077145264,0.9075701047057408,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2019,0.047641126695259,0.0441636721919554,0.9081952011127854,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2020,0.0462796952039444,0.042693859255939,0.9110264455401166,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alkmaar,2023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Overijssel,2006,-1.0,-1.0,-1.0,1013.0,494.0,308.0,-1.0,-1.0
Overijssel,2007,-1.0,-1.0,-1.0,1027.0,-1.0,-1.0,-1.0,-1.0
Overijssel,2008,-1.0,-1.0,-1.0,1042.0,506.0,307.0,-1.0,-1.0
Overijssel,2009,-1.0,-1.0,-1.0,1057.0,-1.0,-1.0,-1.0,-1.0
Overijssel,2010,-1.0,-1.0,-1.0,1069.0,515.0,313.0,-1.0,-1.0
Overijssel,2011,-1.0,-1.0,-1.0,1081.0,-1.0,-1.0,-1.0,-1.0
Overijssel,2012,-1.0,-1.0,-1.0,1091.0,511.0,311.0,-1.0,-1.0
Overijssel,2013,0.0896771622160223,0.1745715424471901,0.7357512953367876,1101.0,-1.0,-1.0,-1.0,-1.0
Overijssel,2014,-1.0,-1.0,-1.0,1106.0,-1.0,-1.0,-1.0,-1.0
Overijssel,2015,-1.0,-1.0,-1.0,1113.0,505.0,317.0,-1.0,-1.0
Overijssel,2016,-1.0,-1.0,-1.0,1122.0,-1.0,-1.0,-1.0,-1.0
Overijssel,2017,0.0868005738880918,0.1725251076040172,0.7406743185078909,1128.0,-1.0,-1.0,-1.0,-1.0
Overijssel,2018,0.0885943494942448,0.1698639693058946,0.7415416811998605,1135.0,-1.0,-1.0,66.185,3002.210000000001
Overijssel,2019,0.0884955752212389,0.1708645336963921,0.7406398910823689,1148.0,-1.0,-1.0,76.71000000000001,2767.055000000001
Overijssel,2020,0.0869276708692767,0.170205706702057,0.7428666224286663,1160.0,-1.0,-1.0,28.585,2398.5350000000017
Overijssel,2021,-1.0,-1.0,-1.0,1169.0,-1.0,-1.0,25.07,2512.3800000000024
Overijssel,2022,-1.0,-1.0,-1.0,1181.0,-1.0,-1.0,52.150000000000006,2526.9000000000005
Overijssel,2023,-1.0,-1.0,-1.0,1196.0,-1.0,-1.0,52.650000000000006,2836.2600000000016
Flevoland,2006,-1.0,-1.0,-1.0,78.0,373.0,77.0,-1.0,-1.0
Flevoland,2007,-1.0,-1.0,-1.0,79.0,-1.0,-1.0,-1.0,-1.0
Flevoland,2008,-1.0,-1.0,-1.0,82.0,377.0,75.0,-1.0,-1.0
Flevoland,2009,-1.0,-1.0,-1.0,84.0,-1.0,-1.0,-1.0,-1.0
Flevoland,2010,-1.0,-1.0,-1.0,84.0,371.0,75.0,-1.0,-1.0
Flevoland,2011,-1.0,-1.0,-1.0,85.0,-1.0,-1.0,-1.0,-1.0
Flevoland,2012,-1.0,-1.0,-1.0,86.0,339.0,94.0,-1.0,-1.0
Flevoland,2013,0.0321908729407309,0.0258473773906457,0.9419617496686232,86.0,-1.0,-1.0,-1.0,-1.0
Flevoland,2014,-1.0,-1.0,-1.0,87.0,-1.0,-1.0,-1.0,-1.0
Flevoland,2015,-1.0,-1.0,-1.0,88.0,349.0,117.0,-1.0,-1.0
Flevoland,2016,-1.0,-1.0,-1.0,89.0,-1.0,-1.0,-1.0,-1.0
Flevoland,2017,0.031859500485394,0.0250639837613626,0.9430765157532434,91.0,-1.0,-1.0,-1.0,-1.0
Flevoland,2018,0.0305310869751133,0.0276233644060549,0.9418455486188316,91.0,-1.0,-1.0,313.35,2798.649999999999
Flevoland,2019,0.0305519053876478,0.0273488830486202,0.942099211563732,90.0,-1.0,-1.0,141.38,2716.9250000000006
Flevoland,2020,0.0315099168266154,0.0250319897632757,0.9434580934101088,92.0,-1.0,-1.0,-1.0,2298.265
Flevoland,2021,-1.0,-1.0,-1.0,93.0,-1.0,-1.0,-1.0,2234.630000000001
Flevoland,2022,-1.0,-1.0,-1.0,94.0,-1.0,-1.0,138.38,2569.540000000001
Flevoland,2023,-1.0,-1.0,-1.0,96.0,-1.0,-1.0,157.935,2709.93
Alphen aan den Rijn,2006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2013,0.0137469586374695,0.0727493917274939,0.9135036496350364,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2015,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2017,0.0164109481256673,0.0737368628112178,0.9098521890631148,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2018,0.0159938230752261,0.071696448268255,0.9123097286565188,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2019,0.0152349387929652,0.0692254236382103,0.9155396375688244,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2020,0.0154077609462544,0.0678564017431002,0.9167358373106452,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen aan den Rijn,2023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2008,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2011,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2013,0.0253009589879616,0.2044480718220771,0.7702509691899612,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2015,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2017,0.0268957788569294,0.2168472170339932,0.7562570041090774,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2018,0.0297029702970297,0.2192885955262193,0.7510084341767511,-1.0,-1.0,-1.0,-1.0,-1.0
Alphen-Chaam,2019,0.0264097073518915,0.2212705210563882,0.7523197715917201,-1.0,-1.0,-1.0,-1.0,-1.0
