ID,Regions,Periods,MainRoad_4,ParkAndPublicGarden_20
3212,GM0917,2017JJ00,316,411
3213,GM0793,1996JJ00,52,6
3214,GM0793,2000JJ00,,
3215,GM0793,2003JJ00,,
3216,GM0793,2006JJ00,,
3217,GM0793,2008JJ00,,
3218,GM0793,2010JJ00,,
3219,GM0793,2012JJ00,,
3220,GM0793,2015JJ00,,
3221,GM0793,2017JJ00,,
3222,GM1658,1996JJ00,,
3223,GM1658,2000JJ00,153,10
3224,GM1658,2003JJ00,152,8
3225,GM1658,2006JJ00,155,10
3226,GM1658,2008JJ00,156,8
3227,GM1658,2010JJ00,157,7
3228,GM1658,2012JJ00,156,7
3229,GM1658,2015JJ00,155,8
3230,GM1658,2017JJ00,157,8
3231,GM0399,1996JJ00,58,30
3232,GM0399,2000JJ00,50,30
3233,GM0399,2003JJ00,54,32
3234,GM0399,2006JJ00,54,36
3235,GM0399,2008JJ00,56,30
3236,GM0399,2010JJ00,56,29
3237,GM0399,2012JJ00,56,28
3238,GM0399,2015JJ00,56,28
3239,GM0399,2017JJ00,56,38
3240,GM0162,1996JJ00,90,0
3241,GM0162,2000JJ00,94,0
3242,GM0162,2003JJ00,,
3243,GM0162,2006JJ00,,
3244,GM0162,2008JJ00,,
3245,GM0162,2010JJ00,,
3246,GM0162,2012JJ00,,
3247,GM0162,2015JJ00,,
3248,GM0162,2017JJ00,,
3249,GM0918,1996JJ00,196,7
3250,GM0918,2000JJ00,196,7
3251,GM0918,2003JJ00,196,10
3252,GM0918,2006JJ00,196,9
3253,GM0918,2008JJ00,198,6
3254,GM0918,2010JJ00,,
3255,GM0918,2012JJ00,,
3256,GM0918,2015JJ00,,
3257,GM0918,2017JJ00,,
3258,GM0400,1996JJ00,162,130
3259,GM0400,2000JJ00,162,135
3260,GM0400,2003JJ00,157,195
3261,GM0400,2006JJ00,164,193
3262,GM0400,2008JJ00,172,190
3263,GM0400,2010JJ00,174,178
3264,GM0400,2012JJ00,165,184
3265,GM0400,2015JJ00,166,197
3266,GM0400,2017JJ00,170,185
3267,GM0163,1996JJ00,274,38
3268,GM0163,2000JJ00,276,41
3269,GM0163,2003JJ00,278,45
3270,GM0163,2006JJ00,280,43
3271,GM0163,2008JJ00,280,43
3272,GM0163,2010JJ00,293,46
3273,GM0163,2012JJ00,292,46
3274,GM0163,2015JJ00,292,52
3275,GM0163,2017JJ00,293,49
3276,GM0530,1996JJ00,168,26
3277,GM0530,2000JJ00,163,30
3278,GM0530,2003JJ00,167,70
3279,GM0530,2006JJ00,169,75
3280,GM0530,2008JJ00,178,60
3281,GM0530,2010JJ00,178,62
3282,GM0530,2012JJ00,173,67
3283,GM0530,2015JJ00,163,84
3284,GM0530,2017JJ00,163,83
3285,GM0794,1996JJ00,189,96
3286,GM0794,2000JJ00,211,113
3287,GM0794,2003JJ00,214,161
3288,GM0794,2006JJ00,219,168
3289,GM0794,2008JJ00,217,176
3290,GM0794,2010JJ00,219,188
3291,GM0794,2012JJ00,223,198
3292,GM0794,2015JJ00,220,198
3293,GM0794,2017JJ00,223,217
3294,GM0531,1996JJ00,74,27
3295,GM0531,2000JJ00,74,27
3296,GM0531,2003JJ00,77,29
3297,GM0531,2006JJ00,75,31
3298,GM0531,2008JJ00,77,31
3299,GM0531,2010JJ00,84,31
3300,GM0531,2012JJ00,82,31
3301,GM0531,2015JJ00,84,33
3302,GM0531,2017JJ00,80,44
3303,GM0248,1996JJ00,112,4
3304,GM0248,2000JJ00,115,5
3305,GM0248,2003JJ00,115,7
3306,GM0248,2006JJ00,,
3307,GM0248,2008JJ00,,
3308,GM0248,2010JJ00,,
3309,GM0248,2012JJ00,,
3310,GM0248,2015JJ00,,
3311,GM0248,2017JJ00,,
3312,GM0164,1996JJ00,248,84
3313,GM0164,2000JJ00,249,97
3314,GM0164,2003JJ00,250,123
3315,GM0164,2006JJ00,255,119
3316,GM0164,2008JJ00,258,118
3317,GM0164,2010JJ00,275,114
3318,GM0164,2012JJ00,275,114
3319,GM0164,2015JJ00,273,114
3320,GM0164,2017JJ00,271,117
3321,GM0796,1996JJ00,457,272
3322,GM0796,2000JJ00,463,284
3323,GM0796,2003JJ00,495,389
3324,GM0796,2006JJ00,498,399
3325,GM0796,2008JJ00,513,367
3326,GM0796,2010JJ00,553,365
3327,GM0796,2012JJ00,527,359
3328,GM0796,2015JJ00,627,359
3329,GM0796,2017JJ00,636,395
3330,GM0251,1996JJ00,104,0
3331,GM0251,2000JJ00,99,1
3332,GM0251,2003JJ00,,
3333,GM0251,2006JJ00,,
3334,GM0251,2008JJ00,,
3335,GM0251,2010JJ00,,
3336,GM0251,2012JJ00,,
3337,GM0251,2015JJ00,,
3338,GM0251,2017JJ00,,
3339,GM0252,1996JJ00,117,14
3340,GM0252,2000JJ00,115,22
3341,GM0252,2003JJ00,129,16
3342,GM0252,2006JJ00,130,14
3343,GM0252,2008JJ00,134,15
3344,GM0252,2010JJ00,130,15
3345,GM0252,2012JJ00,126,19
3346,GM0252,2015JJ00,121,19
3347,GM0252,2017JJ00,119,17
3348,GM0797,1996JJ00,64,13
3349,GM0797,2000JJ00,286,31
3350,GM0797,2003JJ00,279,73
3351,GM0797,2006JJ00,276,79
3352,GM0797,2008JJ00,284,76
3353,GM0797,2010JJ00,283,69
3354,GM0797,2012JJ00,281,73
3355,GM0797,2015JJ00,274,75
3356,GM0797,2017JJ00,274,75
3357,GM0920,1996JJ00,160,9
3358,GM0920,2000JJ00,159,12
3359,GM0920,2003JJ00,158,16
3360,GM0920,2006JJ00,159,10
3361,GM0920,2008JJ00,,
3362,GM0920,2010JJ00,,
3363,GM0920,2012JJ00,,
3364,GM0920,2015JJ00,,
3365,GM0920,2017JJ00,,
3366,GM0534,1996JJ00,44,17
3367,GM0534,2000JJ00,40,17
3368,GM0534,2003JJ00,39,17
3369,GM0534,2006JJ00,39,14
3370,GM0534,2008JJ00,40,12
3371,GM0534,2010JJ00,42,13
3372,GM0534,2012JJ00,42,13
3373,GM0534,2015JJ00,39,13
3374,GM0534,2017JJ00,38,16
3375,GM0798,1996JJ00,145,8
3376,GM0798,2000JJ00,192,8
3377,GM0798,2003JJ00,194,0
3378,GM0798,2006JJ00,194,0
3379,GM0798,2008JJ00,192,2
3380,GM0798,2010JJ00,191,2
3381,GM0798,2012JJ00,191,2
3382,GM0798,2015JJ00,186,10
3383,GM0798,2017JJ00,187,26
3384,GM0402,1996JJ00,140,53
3385,GM0402,2000JJ00,142,56
3386,GM0402,2003JJ00,137,62
3387,GM0402,2006JJ00,140,62
3388,GM0402,2008JJ00,143,54
3389,GM0402,2010JJ00,147,67
3390,GM0402,2012JJ00,143,55
3391,GM0402,2015JJ00,144,58
3392,GM0402,2017JJ00,141,59
3393,GM0253,1996JJ00,79,0
3394,GM0253,2000JJ00,,
3395,GM0253,2003JJ00,,
3396,GM0253,2006JJ00,,
3397,GM0253,2008JJ00,,
3398,GM0253,2010JJ00,,
3399,GM0253,2012JJ00,,
3400,GM0253,2015JJ00,,
3401,GM0253,2017JJ00,,
3402,GM0799,1996JJ00,122,15
3403,GM0799,2000JJ00,,
3404,GM0799,2003JJ00,,
3405,GM0799,2006JJ00,,
3406,GM0799,2008JJ00,,
3407,GM0799,2010JJ00,,
3408,GM0799,2012JJ00,,
3409,GM0799,2015JJ00,,
3410,GM0799,2017JJ00,,
3411,GM1735,1996JJ00,,
3412,GM1735,2000JJ00,,
3413,GM1735,2003JJ00,582,64
3414,GM1735,2006JJ00,590,67
3415,GM1735,2008JJ00,596,63
3416,GM1735,2010JJ00,622,63
3417,GM1735,2012JJ00,621,63
3418,GM1735,2015JJ00,613,63
3419,GM1735,2017JJ00,599,63
3420,GM1911,1996JJ00,,
3421,GM1911,2000JJ00,,
3422,GM1911,2003JJ00,,
3423,GM1911,2006JJ00,,
3424,GM1911,2008JJ00,,
3425,GM1911,2010JJ00,,
3426,GM1911,2012JJ00,951,95
3427,GM1911,2015JJ00,948,93
3428,GM1911,2017JJ00,955,92
3429,GM0165,1996JJ00,228,4
3430,GM0165,2000JJ00,227,4
3431,GM0165,2003JJ00,,
3432,GM0165,2006JJ00,,
3433,GM0165,2008JJ00,,
3434,GM0165,2010JJ00,,
3435,GM0165,2012JJ00,,
3436,GM0165,2015JJ00,,
3437,GM0165,2017JJ00,,
3438,GM0675,1996JJ00,311,10
3439,GM0675,2000JJ00,315,10
3440,GM0675,2003JJ00,,
3441,GM0675,2006JJ00,,
3442,GM0675,2008JJ00,,
3443,GM0675,2010JJ00,,
3444,GM0675,2012JJ00,,
3445,GM0675,2015JJ00,,
3446,GM0675,2017JJ00,,
3447,GM0801,1996JJ00,67,2
3448,GM0801,2000JJ00,,
3449,GM0801,2003JJ00,,
3450,GM0801,2006JJ00,,
3451,GM0801,2008JJ00,,
3452,GM0801,2010JJ00,,
3453,GM0801,2012JJ00,,
3454,GM0801,2015JJ00,,
3455,GM0801,2017JJ00,,
3456,GM0802,1996JJ00,117,0
3457,GM0802,2000JJ00,,
3458,GM0802,2003JJ00,,
3459,GM0802,2006JJ00,,
3460,GM0802,2008JJ00,,
3461,GM0802,2010JJ00,,
3462,GM0802,2012JJ00,,
3463,GM0802,2015JJ00,,
3464,GM0802,2017JJ00,,
3465,GM0800,1996JJ00,95,6
3466,GM0800,2000JJ00,,
3467,GM0800,2003JJ00,,
3468,GM0800,2006JJ00,,
3469,GM0800,2008JJ00,,
3470,GM0800,2010JJ00,,
3471,GM0800,2012JJ00,,
3472,GM0800,2015JJ00,,
3473,GM0800,2017JJ00,,
3474,GM0118,1996JJ00,234,117
3475,GM0118,2000JJ00,452,126
3476,GM0118,2003JJ00,441,122
3477,GM0118,2006JJ00,460,109
3478,GM0118,2008JJ00,460,110
3479,GM0118,2010JJ00,473,108
3480,GM0118,2012JJ00,474,115
3481,GM0118,2015JJ00,474,122
3482,GM0118,2017JJ00,471,122
3483,GM0018,1996JJ00,181,86
3484,GM0018,2000JJ00,182,86
3485,GM0018,2003JJ00,194,82
3486,GM0018,2006JJ00,190,81
3487,GM0018,2008JJ00,187,89
3488,GM0018,2010JJ00,196,89
3489,GM0018,2012JJ00,194,98
3490,GM0018,2015JJ00,193,103
3491,GM0018,2017JJ00,190,107
3492,GM0405,1996JJ00,69,76
3493,GM0405,2000JJ00,72,76
3494,GM0405,2003JJ00,66,95
3495,GM0405,2006JJ00,73,101
3496,GM0405,2008JJ00,75,112
3497,GM0405,2010JJ00,84,106
3498,GM0405,2012JJ00,85,108
3499,GM0405,2015JJ00,77,127
3500,GM0405,2017JJ00,76,123
3501,GM0923,1996JJ00,224,0
3502,GM0923,2000JJ00,227,0
3503,GM0923,2003JJ00,,
3504,GM0923,2006JJ00,,
3505,GM0923,2008JJ00,,
3506,GM0923,2010JJ00,,
3507,GM0923,2012JJ00,,
3508,GM0923,2015JJ00,,
3509,GM0923,2017JJ00,,
3510,GM1507,1996JJ00,,
3511,GM1507,2000JJ00,,
3512,GM1507,2003JJ00,333,12
3513,GM1507,2006JJ00,335,12
3514,GM1507,2008JJ00,340,12
3515,GM1507,2010JJ00,488,11
3516,GM1507,2012JJ00,484,11
3517,GM1507,2015JJ00,489,11
3518,GM1507,2017JJ00,485,11
3519,GM0321,1996JJ00,181,38
3520,GM0321,2000JJ00,183,36
3521,GM0321,2003JJ00,195,56
3522,GM0321,2006JJ00,198,78
3523,GM0321,2008JJ00,204,75
3524,GM0321,2010JJ00,200,81
3525,GM0321,2012JJ00,196,76
3526,GM0321,2015JJ00,187,78
3527,GM0321,2017JJ00,179,91
3528,GM0803,1996JJ00,22,0
3529,GM0803,2000JJ00,,
3530,GM0803,2003JJ00,,
3531,GM0803,2006JJ00,,
3532,GM0803,2008JJ00,,
3533,GM0803,2010JJ00,,
3534,GM0803,2012JJ00,,
3535,GM0803,2015JJ00,,
3536,GM0803,2017JJ00,,
3537,GM0255,1996JJ00,40,22
3538,GM0255,2000JJ00,37,28
3539,GM0255,2003JJ00,,
3540,GM0255,2006JJ00,,
3541,GM0255,2008JJ00,,
3542,GM0255,2010JJ00,,
3543,GM0255,2012JJ00,,
3544,GM0255,2015JJ00,,
3545,GM0255,2017JJ00,,
3546,GM0406,1996JJ00,52,66
3547,GM0406,2000JJ00,56,64
3548,GM0406,2003JJ00,56,63
3549,GM0406,2006JJ00,55,65
3550,GM0406,2008JJ00,57,67
3551,GM0406,2010JJ00,57,67
3552,GM0406,2012JJ00,56,66
3553,GM0406,2015JJ00,56,66
3554,GM0406,2017JJ00,55,68
3555,GM0677,1996JJ00,310,42
3556,GM0677,2000JJ00,310,54
3557,GM0677,2003JJ00,634,67
3558,GM0677,2006JJ00,641,67
3559,GM0677,2008JJ00,650,58
3560,GM0677,2010JJ00,601,57
3561,GM0677,2012JJ00,567,56
3562,GM0677,2015JJ00,527,57
3563,GM0677,2017JJ00,523,52
3564,GM0256,1996JJ00,97,1
3565,GM0256,2000JJ00,100,1
3566,GM0256,2003JJ00,97,1
3567,GM0256,2006JJ00,,
3568,GM0256,2008JJ00,,
3569,GM0256,2010JJ00,,
3570,GM0256,2012JJ00,,
3571,GM0256,2015JJ00,,
3572,GM0256,2017JJ00,,
3573,GM0925,1996JJ00,118,0
3574,GM0925,2000JJ00,119,0
3575,GM0925,2003JJ00,119,0
3576,GM0925,2006JJ00,119,0
3577,GM0925,2008JJ00,,
3578,GM0925,2010JJ00,,
3579,GM0925,2012JJ00,,
3580,GM0925,2015JJ00,,
3581,GM0925,2017JJ00,,
3582,GM0195,1996JJ00,184,2
3583,GM0195,2000JJ00,184,2
3584,GM0195,2003JJ00,,
3585,GM0195,2006JJ00,,
3586,GM0195,2008JJ00,,
3587,GM0195,2010JJ00,,
3588,GM0195,2012JJ00,,
3589,GM0195,2015JJ00,,
3590,GM0195,2017JJ00,,
3591,GM0191,1996JJ00,240,0
3592,GM0191,2000JJ00,238,0
3593,GM0191,2003JJ00,,
3594,GM0191,2006JJ00,,
3595,GM0191,2008JJ00,,
3596,GM0191,2010JJ00,,
3597,GM0191,2012JJ00,,
3598,GM0191,2015JJ00,,
3599,GM0191,2017JJ00,,
3600,GM0353,1996JJ00,44,23
3601,GM0353,2000JJ00,43,23
3602,GM0353,2003JJ00,63,24
3603,GM0353,2006JJ00,58,24
3604,GM0353,2008JJ00,58,24
3605,GM0353,2010JJ00,60,33
3606,GM0353,2012JJ00,62,35
3607,GM0353,2015JJ00,60,35
3608,GM0353,2017JJ00,56,38
3609,GM0645,1996JJ00,97,1
3610,GM0645,2000JJ00,102,1
3611,GM0645,2003JJ00,105,4
3612,GM0645,2006JJ00,106,3
3613,GM0645,2008JJ00,107,2
3614,GM0645,2010JJ00,,
3615,GM0645,2012JJ00,,
3616,GM0645,2015JJ00,,
3617,GM0645,2017JJ00,,
3618,GM1884,1996JJ00,,
3619,GM1884,2000JJ00,,
3620,GM1884,2003JJ00,,
3621,GM1884,2006JJ00,,
3622,GM1884,2008JJ00,,
3623,GM1884,2010JJ00,237,1
3624,GM1884,2012JJ00,230,7
3625,GM1884,2015JJ00,220,8
3626,GM1884,2017JJ00,225,10
3627,GM0166,1996JJ00,174,29
3628,GM0166,2000JJ00,171,29
3629,GM0166,2003JJ00,422,47
3630,GM0166,2006JJ00,422,54
3631,GM0166,2008JJ00,430,55
3632,GM0166,2010JJ00,450,64
3633,GM0166,2012JJ00,439,77
3634,GM0166,2015JJ00,427,77
3635,GM0166,2017JJ00,421,74
3636,GM0678,1996JJ00,223,3
3637,GM0678,2000JJ00,224,3
3638,GM0678,2003JJ00,230,4
3639,GM0678,2006JJ00,232,3
3640,GM0678,2008JJ00,238,3
3641,GM0678,2010JJ00,231,3
3642,GM0678,2012JJ00,230,3
3643,GM0678,2015JJ00,217,6
3644,GM0678,2017JJ00,214,8
3645,GM0537,1996JJ00,48,50
3646,GM0537,2000JJ00,48,49
3647,GM0537,2003JJ00,46,49
3648,GM0537,2006JJ00,87,43
3649,GM0537,2008JJ00,89,57
3650,GM0537,2010JJ00,89,56
3651,GM0537,2012JJ00,85,67
3652,GM0537,2015JJ00,80,72
3653,GM0537,2017JJ00,80,88
3654,GM0928,1996JJ00,111,147
3655,GM0928,2000JJ00,118,149
3656,GM0928,2003JJ00,120,148
3657,GM0928,2006JJ00,123,146
3658,GM0928,2008JJ00,113,153
3659,GM0928,2010JJ00,111,157
3660,GM0928,2012JJ00,100,162
3661,GM0928,2015JJ00,99,162
3662,GM0928,2017JJ00,101,165
3663,GM0257,1996JJ00,146,4
3664,GM0257,2000JJ00,,
3665,GM0257,2003JJ00,,
3666,GM0257,2006JJ00,,
3667,GM0257,2008JJ00,,
3668,GM0257,2010JJ00,,
3669,GM0257,2012JJ00,,
3670,GM0257,2015JJ00,,
3671,GM0257,2017JJ00,,
3672,GM0929,1996JJ00,54,0
3673,GM0929,2000JJ00,54,0
3674,GM0929,2003JJ00,55,0
3675,GM0929,2006JJ00,54,0
3676,GM0929,2008JJ00,55,0
3677,GM0929,2010JJ00,,
3678,GM0929,2012JJ00,,
3679,GM0929,2015JJ00,,
3680,GM0929,2017JJ00,,
3681,GM0258,1996JJ00,82,0
3682,GM0258,2000JJ00,82,0
3683,GM0258,2003JJ00,320,14
3684,GM0258,2006JJ00,,
3685,GM0258,2008JJ00,,
3686,GM0258,2010JJ00,,
3687,GM0258,2012JJ00,,
3688,GM0258,2015JJ00,,
3689,GM0258,2017JJ00,,
3690,GM0804,1996JJ00,139,87
3691,GM0804,2000JJ00,,
3692,GM0804,2003JJ00,,
3693,GM0804,2006JJ00,,
3694,GM0804,2008JJ00,,
3695,GM0804,2010JJ00,,
3696,GM0804,2012JJ00,,
3697,GM0804,2015JJ00,,
3698,GM0804,2017JJ00,,
3699,GM1598,1996JJ00,,
3700,GM1598,2000JJ00,,
3701,GM1598,2003JJ00,,
3702,GM1598,2006JJ00,,
3703,GM1598,2008JJ00,283,12
3704,GM1598,2010JJ00,288,12
3705,GM1598,2012JJ00,285,19
3706,GM1598,2015JJ00,277,19
3707,GM1598,2017JJ00,269,20
3708,GM0079,1996JJ00,196,35
3709,GM0079,2000JJ00,203,40
3710,GM0079,2003JJ00,222,45
3711,GM0079,2006JJ00,218,45
3712,GM0079,2008JJ00,221,44
3713,GM0079,2010JJ00,226,40
3714,GM0079,2012JJ00,214,15
3715,GM0079,2015JJ00,211,15
3716,GM0079,2017JJ00,209,15
3717,GM0588,1996JJ00,190,6
3718,GM0588,2000JJ00,191,10
3719,GM0588,2003JJ00,205,12
3720,GM0588,2006JJ00,205,11
3721,GM0588,2008JJ00,197,11
3722,GM0588,2010JJ00,192,13
3723,GM0588,2012JJ00,177,13
3724,GM0588,2015JJ00,172,13
3725,GM0588,2017JJ00,167,18
3726,GM0542,1996JJ00,29,74
3727,GM0542,2000JJ00,29,84
3728,GM0542,2003JJ00,28,62
3729,GM0542,2006JJ00,29,57
3730,GM0542,2008JJ00,29,56
3731,GM0542,2010JJ00,29,53
3732,GM0542,2012JJ00,30,52
3733,GM0542,2015JJ00,30,50
3734,GM0542,2017JJ00,29,45
3735,GM1931,1996JJ00,,
3736,GM1931,2000JJ00,,
3737,GM1931,2003JJ00,,
3738,GM1931,2006JJ00,,
3739,GM1931,2008JJ00,,
3740,GM1931,2010JJ00,,
3741,GM1931,2012JJ00,,
3742,GM1931,2015JJ00,280,48
3743,GM1931,2017JJ00,272,46
3744,GM1659,1996JJ00,,
3745,GM1659,2000JJ00,159,31
3746,GM1659,2003JJ00,164,38
3747,GM1659,2006JJ00,164,37
3748,GM1659,2008JJ00,164,37
3749,GM1659,2010JJ00,168,35
3750,GM1659,2012JJ00,167,34
3751,GM1659,2015JJ00,167,34
3752,GM1659,2017JJ00,166,35
3753,GM1685,1996JJ00,206,5
3754,GM1685,2000JJ00,206,5
3755,GM1685,2003JJ00,207,8
3756,GM1685,2006JJ00,207,7
3757,GM1685,2008JJ00,217,9
3758,GM1685,2010JJ00,219,9
3759,GM1685,2012JJ00,217,7
3760,GM1685,2015JJ00,217,7
3761,GM1685,2017JJ00,213,7
3762,GM0882,1996JJ00,83,84
3763,GM0882,2000JJ00,85,88
3764,GM0882,2003JJ00,86,89
3765,GM0882,2006JJ00,88,67
3766,GM0882,2008JJ00,85,81
3767,GM0882,2010JJ00,83,94
3768,GM0882,2012JJ00,80,87
3769,GM0882,2015JJ00,80,84
3770,GM0882,2017JJ00,70,81
3771,GM0415,1996JJ00,31,13
3772,GM0415,2000JJ00,30,13
3773,GM0415,2003JJ00,32,12
3774,GM0415,2006JJ00,33,12
3775,GM0415,2008JJ00,34,12
3776,GM0415,2010JJ00,34,12
3777,GM0415,2012JJ00,34,12
3778,GM0415,2015JJ00,34,12
3779,GM0415,2017JJ00,32,15
3780,GM0416,1996JJ00,128,17
3781,GM0416,2000JJ00,124,21
3782,GM0416,2003JJ00,125,20
3783,GM0416,2006JJ00,113,17
3784,GM0416,2008JJ00,118,20
3785,GM0416,2010JJ00,120,20
3786,GM0416,2012JJ00,115,25
3787,GM0416,2015JJ00,116,35
3788,GM0416,2017JJ00,112,37
3789,GM1621,1996JJ00,,
3790,GM1621,2000JJ00,,
3791,GM1621,2003JJ00,,
3792,GM1621,2006JJ00,,
3793,GM1621,2008JJ00,235,30
3794,GM1621,2010JJ00,252,32
3795,GM1621,2012JJ00,259,34
3796,GM1621,2015JJ00,257,72
3797,GM1621,2017JJ00,266,125
3798,GM0417,1996JJ00,60,9
3799,GM0417,2000JJ00,60,9
3800,GM0417,2003JJ00,61,10
3801,GM0417,2006JJ00,61,10
3802,GM0417,2008JJ00,61,10
3803,GM0417,2010JJ00,61,10
3804,GM0417,2012JJ00,60,10
3805,GM0417,2015JJ00,60,10
3806,GM0417,2017JJ00,58,8
3807,GM0022,1996JJ00,193,21
3808,GM0022,2000JJ00,195,21
3809,GM0022,2003JJ00,195,19
3810,GM0022,2006JJ00,198,13
3811,GM0022,2008JJ00,194,12
3812,GM0022,2010JJ00,205,9
3813,GM0022,2012JJ00,203,14
3814,GM0022,2015JJ00,202,19
3815,GM0022,2017JJ00,201,27
3816,GM0805,1996JJ00,78,4
3817,GM0805,2000JJ00,,
3818,GM0805,2003JJ00,,
3819,GM0805,2006JJ00,,
3820,GM0805,2008JJ00,,
3821,GM0805,2010JJ00,,
3822,GM0805,2012JJ00,,
3823,GM0805,2015JJ00,,
3824,GM0805,2017JJ00,,
3825,GM0545,1996JJ00,92,8
3826,GM0545,2000JJ00,93,13
3827,GM0545,2003JJ00,90,19
3828,GM0545,2006JJ00,88,18
3829,GM0545,2008JJ00,89,19
3830,GM0545,2010JJ00,87,18
3831,GM0545,2012JJ00,87,18
3832,GM0545,2015JJ00,77,19
3833,GM0545,2017JJ00,76,18
3834,GM0326,1996JJ00,45,2
3835,GM0326,2000JJ00,45,2
3836,GM0326,2003JJ00,45,4
3837,GM0326,2006JJ00,,
3838,GM0326,2008JJ00,,
3839,GM0326,2010JJ00,,
3840,GM0326,2012JJ00,,
3841,GM0326,2015JJ00,,
3842,GM0326,2017JJ00,,
3843,GM0080,1996JJ00,300,102
3844,GM0080,2000JJ00,302,102
3845,GM0080,2003JJ00,302,105
3846,GM0080,2006JJ00,314,104
3847,GM0080,2008JJ00,318,100
3848,GM0080,2010JJ00,328,103
3849,GM0080,2012JJ00,318,133
3850,GM0080,2015JJ00,546,147
3851,GM0080,2017JJ00,534,150
3852,GM0081,1996JJ00,118,22
3853,GM0081,2000JJ00,122,22
3854,GM0081,2003JJ00,123,19
3855,GM0081,2006JJ00,123,17
3856,GM0081,2008JJ00,122,17
3857,GM0081,2010JJ00,126,21
3858,GM0081,2012JJ00,119,19
3859,GM0081,2015JJ00,117,18
3860,GM0081,2017JJ00,115,20
3861,GM0546,1996JJ00,151,155
3862,GM0546,2000JJ00,156,155
3863,GM0546,2003JJ00,151,152
3864,GM0546,2006JJ00,157,127
3865,GM0546,2008JJ00,161,130
3866,GM0546,2010JJ00,150,130
3867,GM0546,2012JJ00,148,132
3868,GM0546,2015JJ00,161,142
3869,GM0546,2017JJ00,165,194
3870,GM0547,1996JJ00,58,28
3871,GM0547,2000JJ00,57,38
3872,GM0547,2003JJ00,52,35
3873,GM0547,2006JJ00,62,42
3874,GM0547,2008JJ00,72,47
3875,GM0547,2010JJ00,72,37
3876,GM0547,2012JJ00,68,38
3877,GM0547,2015JJ00,79,47
3878,GM0547,2017JJ00,80,48
3879,GM0548,1996JJ00,217,44
3880,GM0548,2000JJ00,223,46
3881,GM0548,2003JJ00,,
3882,GM0548,2006JJ00,,
3883,GM0548,2008JJ00,,
3884,GM0548,2010JJ00,,
3885,GM0548,2012JJ00,,
3886,GM0548,2015JJ00,,
3887,GM0548,2017JJ00,,
3888,GM1916,1996JJ00,,
3889,GM1916,2000JJ00,,
3890,GM1916,2003JJ00,130,95
3891,GM1916,2006JJ00,136,109
3892,GM1916,2008JJ00,139,107
3893,GM1916,2010JJ00,137,117
3894,GM1916,2012JJ00,136,114
3895,GM1916,2015JJ00,132,114
3896,GM1916,2017JJ00,132,112
3897,GM0995,1996JJ00,711,174
3898,GM0995,2000JJ00,680,175
3899,GM0995,2003JJ00,687,226
3900,GM0995,2006JJ00,748,271
3901,GM0995,2008JJ00,732,289
3902,GM0995,2010JJ00,729,328
3903,GM0995,2012JJ00,670,334
3904,GM0995,2015JJ00,664,345
3905,GM0995,2017JJ00,635,377
3906,GM0082,1996JJ00,218,12
3907,GM0082,2000JJ00,217,12
3908,GM0082,2003JJ00,216,15
3909,GM0082,2006JJ00,212,17
3910,GM0082,2008JJ00,210,16
3911,GM0082,2010JJ00,213,16
3912,GM0082,2012JJ00,184,16
3913,GM0082,2015JJ00,,
3914,GM0082,2017JJ00,,
3915,GM1640,1996JJ00,,
3916,GM1640,2000JJ00,,
3917,GM1640,2003JJ00,,
3918,GM1640,2006JJ00,,
3919,GM1640,2008JJ00,494,29
3920,GM1640,2010JJ00,503,29
3921,GM1640,2012JJ00,495,29
3922,GM1640,2015JJ00,490,29
3923,GM1640,2017JJ00,489,33
3924,GM0327,1996JJ00,127,13
3925,GM0327,2000JJ00,121,16
3926,GM0327,2003JJ00,121,31
3927,GM0327,2006JJ00,132,28
3928,GM0327,2008JJ00,131,27
3929,GM0327,2010JJ00,128,33
3930,GM0327,2012JJ00,124,38
3931,GM0327,2015JJ00,122,48
3932,GM0327,2017JJ00,122,67
3933,GM0260,1996JJ00,222,17
3934,GM0260,2000JJ00,230,23
3935,GM0260,2003JJ00,231,26
3936,GM0260,2006JJ00,,
3937,GM0260,2008JJ00,,
3938,GM0260,2010JJ00,,
3939,GM0260,2012JJ00,,
3940,GM0260,2015JJ00,,
3941,GM0260,2017JJ00,,
3942,GM1673,1996JJ00,76,0
3943,GM1673,2000JJ00,78,0
3944,GM1673,2003JJ00,79,0
3945,GM1673,2006JJ00,79,0
3946,GM1673,2008JJ00,,
3947,GM1673,2010JJ00,,
3948,GM1673,2012JJ00,,
3949,GM1673,2015JJ00,,
3950,GM1673,2017JJ00,,
3951,GM0261,1996JJ00,139,0
3952,GM0261,2000JJ00,,
3953,GM0261,2003JJ00,,
3954,GM0261,2006JJ00,,
3955,GM0261,2008JJ00,,
3956,GM0261,2010JJ00,,
3957,GM0261,2012JJ00,,
3958,GM0261,2015JJ00,,
3959,GM0261,2017JJ00,,
3960,GM0552,1996JJ00,46,3
3961,GM0552,2000JJ00,48,3
3962,GM0552,2003JJ00,46,3
3963,GM0552,2006JJ00,,
3964,GM0552,2008JJ00,,
3965,GM0552,2010JJ00,,
3966,GM0552,2012JJ00,,
3967,GM0552,2015JJ00,,
3968,GM0552,2017JJ00,,
3969,GM0807,1996JJ00,68,2
3970,GM0807,2000JJ00,,
3971,GM0807,2003JJ00,,
3972,GM0807,2006JJ00,,
3973,GM0807,2008JJ00,,
