ID,Regions,Periods,MainRoad_4,ParkAndPublicGarden_20
1687,GM0009,2008JJ00,103,11
1688,GM0009,2010JJ00,106,10
1689,GM0009,2012JJ00,104,10
1690,GM0009,2015JJ00,104,9
1691,GM0009,2017JJ00,102,9
1692,GM0064,1996JJ00,51,11
1693,GM0064,2000JJ00,53,11
1694,GM0064,2003JJ00,60,20
1695,GM0064,2006JJ00,60,18
1696,GM0064,2008JJ00,61,16
1697,GM0064,2010JJ00,63,16
1698,GM0064,2012JJ00,,
1699,GM0064,2015JJ00,,
1700,GM0064,2017JJ00,,
1701,GM0211,1996JJ00,144,3
1702,GM0211,2000JJ00,145,16
1703,GM0211,2003JJ00,149,12
1704,GM0211,2006JJ00,,
1705,GM0211,2008JJ00,,
1706,GM0211,2010JJ00,,
1707,GM0211,2012JJ00,,
1708,GM0211,2015JJ00,,
1709,GM0211,2017JJ00,,
1710,GM0108,1996JJ00,297,12
1711,GM0108,2000JJ00,,
1712,GM0108,2003JJ00,,
1713,GM0108,2006JJ00,,
1714,GM0108,2008JJ00,,
1715,GM0108,2010JJ00,,
1716,GM0108,2012JJ00,,
1717,GM0108,2015JJ00,,
1718,GM0108,2017JJ00,,
1719,GM1681,1996JJ00,,
1720,GM1681,2000JJ00,547,27
1721,GM1681,2003JJ00,553,28
1722,GM1681,2006JJ00,545,27
1723,GM1681,2008JJ00,543,40
1724,GM1681,2010JJ00,558,37
1725,GM1681,2012JJ00,560,38
1726,GM1681,2015JJ00,554,43
1727,GM1681,2017JJ00,564,49
1728,GM0897,1996JJ00,100,0
1729,GM0897,2000JJ00,104,0
1730,GM0897,2003JJ00,,
1731,GM0897,2006JJ00,,
1732,GM0897,2008JJ00,,
1733,GM0897,2010JJ00,,
1734,GM0897,2012JJ00,,
1735,GM0897,2015JJ00,,
1736,GM0897,2017JJ00,,
1737,GM0147,1996JJ00,164,33
1738,GM0147,2000JJ00,150,34
1739,GM0147,2003JJ00,116,33
1740,GM0147,2006JJ00,120,33
1741,GM0147,2008JJ00,124,32
1742,GM0147,2010JJ00,127,29
1743,GM0147,2012JJ00,125,29
1744,GM0147,2015JJ00,125,29
1745,GM0147,2017JJ00,131,29
1746,GM0654,1996JJ00,641,16
1747,GM0654,2000JJ00,643,16
1748,GM0654,2003JJ00,713,19
1749,GM0654,2006JJ00,696,20
1750,GM0654,2008JJ00,657,23
1751,GM0654,2010JJ00,633,23
1752,GM0654,2012JJ00,618,24
1753,GM0654,2015JJ00,616,26
1754,GM0654,2017JJ00,616,34
1755,GM0499,1996JJ00,49,5
1756,GM0499,2000JJ00,62,7
1757,GM0499,2003JJ00,57,9
1758,GM0499,2006JJ00,57,7
1759,GM0499,2008JJ00,60,6
1760,GM0499,2010JJ00,63,6
1761,GM0499,2012JJ00,64,5
1762,GM0499,2015JJ00,,
1763,GM0499,2017JJ00,,
1764,GM0756,1996JJ00,200,15
1765,GM0756,2000JJ00,321,17
1766,GM0756,2003JJ00,327,19
1767,GM0756,2006JJ00,330,21
1768,GM0756,2008JJ00,334,21
1769,GM0756,2010JJ00,336,22
1770,GM0756,2012JJ00,338,21
1771,GM0756,2015JJ00,336,21
1772,GM0756,2017JJ00,335,25
1773,GM0757,1996JJ00,195,57
1774,GM0757,2000JJ00,200,57
1775,GM0757,2003JJ00,216,46
1776,GM0757,2006JJ00,216,45
1777,GM0757,2008JJ00,220,45
1778,GM0757,2010JJ00,221,48
1779,GM0757,2012JJ00,221,45
1780,GM0757,2015JJ00,221,47
1781,GM0757,2017JJ00,218,47
1782,GM0212,1996JJ00,121,13
1783,GM0212,2000JJ00,,
1784,GM0212,2003JJ00,,
1785,GM0212,2006JJ00,,
1786,GM0212,2008JJ00,,
1787,GM0212,2010JJ00,,
1788,GM0212,2012JJ00,,
1789,GM0212,2015JJ00,,
1790,GM0212,2017JJ00,,
1791,GM0758,1996JJ00,408,174
1792,GM0758,2000JJ00,681,202
1793,GM0758,2003JJ00,672,206
1794,GM0758,2006JJ00,733,238
1795,GM0758,2008JJ00,748,244
1796,GM0758,2010JJ00,748,259
1797,GM0758,2012JJ00,754,228
1798,GM0758,2015JJ00,747,255
1799,GM0758,2017JJ00,744,251
1800,GM0194,1996JJ00,280,7
1801,GM0194,2000JJ00,275,7
1802,GM0194,2003JJ00,,
1803,GM0194,2006JJ00,,
1804,GM0194,2008JJ00,,
1805,GM0194,2010JJ00,,
1806,GM0194,2012JJ00,,
1807,GM0194,2015JJ00,,
1808,GM0194,2017JJ00,,
1809,GM0311,1996JJ00,170,16
1810,GM0311,2000JJ00,169,17
1811,GM0311,2003JJ00,168,15
1812,GM0311,2006JJ00,177,21
1813,GM0311,2008JJ00,184,22
1814,GM0311,2010JJ00,168,25
1815,GM0311,2012JJ00,,
1816,GM0311,2015JJ00,,
1817,GM0311,2017JJ00,,
1818,GM0501,1996JJ00,162,27
1819,GM0501,2000JJ00,156,20
1820,GM0501,2003JJ00,158,20
1821,GM0501,2006JJ00,164,38
1822,GM0501,2008JJ00,160,41
1823,GM0501,2010JJ00,157,41
1824,GM0501,2012JJ00,145,44
1825,GM0501,2015JJ00,144,51
1826,GM0501,2017JJ00,146,51
1827,GM0898,1996JJ00,27,0
1828,GM0898,2000JJ00,28,0
1829,GM0898,2003JJ00,,
1830,GM0898,2006JJ00,,
1831,GM0898,2008JJ00,,
1832,GM0898,2010JJ00,,
1833,GM0898,2012JJ00,,
1834,GM0898,2015JJ00,,
1835,GM0898,2017JJ00,,
1836,GM1876,1996JJ00,,
1837,GM1876,2000JJ00,,
1838,GM1876,2003JJ00,,
1839,GM1876,2006JJ00,662,22
1840,GM1876,2008JJ00,663,22
1841,GM1876,2010JJ00,665,22
1842,GM1876,2012JJ00,657,22
1843,GM1876,2015JJ00,651,31
1844,GM1876,2017JJ00,650,37
1845,GM0656,1996JJ00,176,9
1846,GM0656,2000JJ00,,
1847,GM0656,2003JJ00,,
1848,GM0656,2006JJ00,,
1849,GM0656,2008JJ00,,
1850,GM0656,2010JJ00,,
1851,GM0656,2012JJ00,,
1852,GM0656,2015JJ00,,
1853,GM0656,2017JJ00,,
1854,GM0657,1996JJ00,105,7
1855,GM0657,2000JJ00,,
1856,GM0657,2003JJ00,,
1857,GM0657,2006JJ00,,
1858,GM0657,2008JJ00,,
1859,GM0657,2010JJ00,,
1860,GM0657,2012JJ00,,
1861,GM0657,2015JJ00,,
1862,GM0657,2017JJ00,,
1863,GM0213,1996JJ00,191,25
1864,GM0213,2000JJ00,190,28
1865,GM0213,2003JJ00,182,26
1866,GM0213,2006JJ00,190,30
1867,GM0213,2008JJ00,189,29
1868,GM0213,2010JJ00,190,30
1869,GM0213,2012JJ00,189,30
1870,GM0213,2015JJ00,188,30
1871,GM0213,2017JJ00,187,32
1872,GM0899,1996JJ00,54,21
1873,GM0899,2000JJ00,58,32
1874,GM0899,2003JJ00,55,32
1875,GM0899,2006JJ00,55,34
1876,GM0899,2008JJ00,55,35
1877,GM0899,2010JJ00,55,45
1878,GM0899,2012JJ00,55,44
1879,GM0899,2015JJ00,52,44
1880,GM0899,2017JJ00,52,47
1881,GM0759,1996JJ00,102,14
1882,GM0759,2000JJ00,,
1883,GM0759,2003JJ00,,
1884,GM0759,2006JJ00,,
1885,GM0759,2008JJ00,,
1886,GM0759,2010JJ00,,
1887,GM0759,2012JJ00,,
1888,GM0759,2015JJ00,,
1889,GM0759,2017JJ00,,
1890,GM0312,1996JJ00,111,18
1891,GM0312,2000JJ00,116,20
1892,GM0312,2003JJ00,126,16
1893,GM0312,2006JJ00,126,16
1894,GM0312,2008JJ00,129,19
1895,GM0312,2010JJ00,130,20
1896,GM0312,2012JJ00,133,17
1897,GM0312,2015JJ00,135,18
1898,GM0312,2017JJ00,138,18
1899,GM0313,1996JJ00,77,5
1900,GM0313,2000JJ00,80,5
1901,GM0313,2003JJ00,76,5
1902,GM0313,2006JJ00,76,4
1903,GM0313,2008JJ00,76,10
1904,GM0313,2010JJ00,76,10
1905,GM0313,2012JJ00,75,10
1906,GM0313,2015JJ00,72,10
1907,GM0313,2017JJ00,73,6
1908,GM0214,1996JJ00,198,11
1909,GM0214,2000JJ00,435,12
1910,GM0214,2003JJ00,467,16
1911,GM0214,2006JJ00,469,16
1912,GM0214,2008JJ00,485,18
1913,GM0214,2010JJ00,383,19
1914,GM0214,2012JJ00,470,15
1915,GM0214,2015JJ00,454,15
1916,GM0214,2017JJ00,443,22
1917,GM0381,1996JJ00,27,28
1918,GM0381,2000JJ00,29,28
1919,GM0381,2003JJ00,30,23
1920,GM0381,2006JJ00,28,24
1921,GM0381,2008JJ00,30,21
1922,GM0381,2010JJ00,30,21
1923,GM0381,2012JJ00,29,21
1924,GM0381,2015JJ00,29,21
1925,GM0381,2017JJ00,,
1926,GM0502,1996JJ00,108,116
1927,GM0502,2000JJ00,111,109
1928,GM0502,2003JJ00,110,135
1929,GM0502,2006JJ00,111,137
1930,GM0502,2008JJ00,115,135
1931,GM0502,2010JJ00,96,147
1932,GM0502,2012JJ00,104,145
1933,GM0502,2015JJ00,105,159
1934,GM0502,2017JJ00,105,170
1935,GM0383,1996JJ00,57,36
1936,GM0383,2000JJ00,57,37
1937,GM0383,2003JJ00,121,72
1938,GM0383,2006JJ00,120,66
1939,GM0383,2008JJ00,120,64
1940,GM0383,2010JJ00,124,64
1941,GM0383,2012JJ00,105,64
1942,GM0383,2015JJ00,105,63
1943,GM0383,2017JJ00,105,62
1944,GM0760,1996JJ00,56,0
1945,GM0760,2000JJ00,,
1946,GM0760,2003JJ00,,
1947,GM0760,2006JJ00,,
1948,GM0760,2008JJ00,,
1949,GM0760,2010JJ00,,
1950,GM0760,2012JJ00,,
1951,GM0760,2015JJ00,,
1952,GM0760,2017JJ00,,
1953,GM0109,1996JJ00,148,59
1954,GM0109,2000JJ00,841,92
1955,GM0109,2003JJ00,904,103
1956,GM0109,2006JJ00,888,98
1957,GM0109,2008JJ00,898,109
1958,GM0109,2010JJ00,932,108
1959,GM0109,2012JJ00,929,107
1960,GM0109,2015JJ00,924,119
1961,GM0109,2017JJ00,923,119
1962,GM1706,1996JJ00,,
1963,GM1706,2000JJ00,198,23
1964,GM1706,2003JJ00,188,17
1965,GM1706,2006JJ00,189,20
1966,GM1706,2008JJ00,191,20
1967,GM1706,2010JJ00,194,21
1968,GM1706,2012JJ00,193,19
1969,GM1706,2015JJ00,191,19
1970,GM1706,2017JJ00,194,17
1971,GM0611,1996JJ00,175,0
1972,GM0611,2000JJ00,167,0
1973,GM0611,2003JJ00,193,0
1974,GM0611,2006JJ00,201,0
1975,GM0611,2008JJ00,201,0
1976,GM0611,2010JJ00,201,0
1977,GM0611,2012JJ00,205,0
1978,GM0611,2015JJ00,203,0
1979,GM0611,2017JJ00,202,0
1980,GM1684,1996JJ00,224,14
1981,GM1684,2000JJ00,222,22
1982,GM1684,2003JJ00,226,16
1983,GM1684,2006JJ00,229,24
1984,GM1684,2008JJ00,236,25
1985,GM1684,2010JJ00,233,22
1986,GM1684,2012JJ00,225,26
1987,GM1684,2015JJ00,224,26
1988,GM1684,2017JJ00,225,29
1989,GM0216,1996JJ00,110,18
1990,GM0216,2000JJ00,112,31
1991,GM0216,2003JJ00,115,50
1992,GM0216,2006JJ00,118,49
1993,GM0216,2008JJ00,117,50
1994,GM0216,2010JJ00,117,59
1995,GM0216,2012JJ00,112,62
1996,GM0216,2015JJ00,112,62
1997,GM0216,2017JJ00,109,61
1998,GM0110,1996JJ00,200,11
1999,GM0110,2000JJ00,,
2000,GM0110,2003JJ00,,
2001,GM0110,2006JJ00,,
2002,GM0110,2008JJ00,,
2003,GM0110,2010JJ00,,
2004,GM0110,2012JJ00,,
2005,GM0110,2015JJ00,,
2006,GM0110,2017JJ00,,
2007,GM0148,1996JJ00,338,13
2008,GM0148,2000JJ00,368,13
2009,GM0148,2003JJ00,478,37
2010,GM0148,2006JJ00,480,24
2011,GM0148,2008JJ00,477,24
2012,GM0148,2010JJ00,489,22
2013,GM0148,2012JJ00,489,22
2014,GM0148,2015JJ00,485,25
2015,GM0148,2017JJ00,484,25
2016,GM0065,1996JJ00,205,27
2017,GM0065,2000JJ00,207,29
2018,GM0065,2003JJ00,209,24
2019,GM0065,2006JJ00,208,23
2020,GM0065,2008JJ00,211,23
2021,GM0065,2010JJ00,,
2022,GM0065,2012JJ00,,
2023,GM0065,2015JJ00,,
2024,GM0065,2017JJ00,,
2025,GM1891,1996JJ00,,
2026,GM1891,2000JJ00,,
2027,GM1891,2003JJ00,,
2028,GM1891,2006JJ00,,
2029,GM1891,2008JJ00,,
2030,GM1891,2010JJ00,212,22
2031,GM1891,2012JJ00,207,22
2032,GM1891,2015JJ00,221,29
2033,GM1891,2017JJ00,230,28
2034,GM0503,1996JJ00,161,143
2035,GM0503,2000JJ00,154,157
2036,GM0503,2003JJ00,157,118
2037,GM0503,2006JJ00,161,221
2038,GM0503,2008JJ00,162,216
2039,GM0503,2010JJ00,162,229
2040,GM0503,2012JJ00,160,232
2041,GM0503,2015JJ00,154,237
2042,GM0503,2017JJ00,157,226
2043,GM0010,1996JJ00,350,134
2044,GM0010,2000JJ00,355,128
2045,GM0010,2003JJ00,357,148
2046,GM0010,2006JJ00,374,155
2047,GM0010,2008JJ00,367,148
2048,GM0010,2010JJ00,372,153
2049,GM0010,2012JJ00,361,153
2050,GM0010,2015JJ00,360,157
2051,GM0010,2017JJ00,341,148
2052,GM0149,1996JJ00,205,4
2053,GM0149,2000JJ00,201,4
2054,GM0149,2003JJ00,,
2055,GM0149,2006JJ00,,
2056,GM0149,2008JJ00,,
2057,GM0149,2010JJ00,,
2058,GM0149,2012JJ00,,
2059,GM0149,2015JJ00,,
2060,GM0149,2017JJ00,,
2061,GM0762,1996JJ00,296,19
2062,GM0762,2000JJ00,295,20
2063,GM0762,2003JJ00,330,29
2064,GM0762,2006JJ00,330,27
2065,GM0762,2008JJ00,334,30
2066,GM0762,2010JJ00,339,29
2067,GM0762,2012JJ00,338,29
2068,GM0762,2015JJ00,337,29
2069,GM0762,2017JJ00,330,31
2070,GM0150,1996JJ00,139,136
2071,GM0150,2000JJ00,296,147
2072,GM0150,2003JJ00,303,159
2073,GM0150,2006JJ00,411,166
2074,GM0150,2008JJ00,413,167
2075,GM0150,2010JJ00,422,169
2076,GM0150,2012JJ00,426,169
2077,GM0150,2015JJ00,421,182
2078,GM0150,2017JJ00,425,192
2079,GM0218,1996JJ00,152,4
2080,GM0218,2000JJ00,150,4
2081,GM0218,2003JJ00,151,7
2082,GM0218,2006JJ00,,
2083,GM0218,2008JJ00,,
2084,GM0218,2010JJ00,,
2085,GM0218,2012JJ00,,
2086,GM0218,2015JJ00,,
2087,GM0218,2017JJ00,,
2088,GM0384,1996JJ00,96,44
2089,GM0384,2000JJ00,99,50
2090,GM0384,2003JJ00,104,68
2091,GM0384,2006JJ00,106,66
2092,GM0384,2008JJ00,112,63
2093,GM0384,2010JJ00,111,63
2094,GM0384,2012JJ00,112,72
2095,GM0384,2015JJ00,115,72
2096,GM0384,2017JJ00,121,72
2097,GM0151,1996JJ00,62,13
2098,GM0151,2000JJ00,62,13
2099,GM0151,2003JJ00,,
2100,GM0151,2006JJ00,,
2101,GM0151,2008JJ00,,
2102,GM0151,2010JJ00,,
2103,GM0151,2012JJ00,,
2104,GM0151,2015JJ00,,
2105,GM0151,2017JJ00,,
2106,GM0152,1996JJ00,118,8
2107,GM0152,2000JJ00,,
2108,GM0152,2003JJ00,,
2109,GM0152,2006JJ00,,
2110,GM0152,2008JJ00,,
2111,GM0152,2010JJ00,,
2112,GM0152,2012JJ00,,
2113,GM0152,2015JJ00,,
2114,GM0152,2017JJ00,,
2115,GM0763,1996JJ00,48,0
2116,GM0763,2000JJ00,,
2117,GM0763,2003JJ00,,
2118,GM0763,2006JJ00,,
2119,GM0763,2008JJ00,,
2120,GM0763,2010JJ00,,
2121,GM0763,2012JJ00,,
2122,GM0763,2015JJ00,,
2123,GM0763,2017JJ00,,
2124,GM0111,1996JJ00,111,0
2125,GM0111,2000JJ00,,
2126,GM0111,2003JJ00,,
2127,GM0111,2006JJ00,,
2128,GM0111,2008JJ00,,
2129,GM0111,2010JJ00,,
2130,GM0111,2012JJ00,,
2131,GM0111,2015JJ00,,
2132,GM0111,2017JJ00,,
2133,GM1774,1996JJ00,,
2134,GM1774,2000JJ00,,
2135,GM1774,2003JJ00,420,12
2136,GM1774,2006JJ00,413,14
2137,GM1774,2008JJ00,410,14
2138,GM1774,2010JJ00,430,14
2139,GM1774,2012JJ00,430,14
2140,GM1774,2015JJ00,427,14
2141,GM1774,2017JJ00,428,17
2142,GM0764,1996JJ00,136,4
2143,GM0764,2000JJ00,,
2144,GM0764,2003JJ00,,
2145,GM0764,2006JJ00,,
2146,GM0764,2008JJ00,,
2147,GM0764,2010JJ00,,
2148,GM0764,2012JJ00,,
2149,GM0764,2015JJ00,,
2150,GM0764,2017JJ00,,
2151,GM0219,1996JJ00,40,7
2152,GM0219,2000JJ00,42,9
2153,GM0219,2003JJ00,42,9
2154,GM0219,2006JJ00,,
2155,GM0219,2008JJ00,,
2156,GM0219,2010JJ00,,
2157,GM0219,2012JJ00,,
2158,GM0219,2015JJ00,,
2159,GM0219,2017JJ00,,
2160,GM0504,1996JJ00,176,0
2161,GM0504,2000JJ00,183,0
2162,GM0504,2003JJ00,185,0
2163,GM0504,2006JJ00,187,0
2164,GM0504,2008JJ00,190,1
2165,GM0504,2010JJ00,180,1
2166,GM0504,2012JJ00,172,0
2167,GM0504,2015JJ00,,
2168,GM0504,2017JJ00,,
2169,GM0220,1996JJ00,75,0
2170,GM0220,2000JJ00,77,0
2171,GM0220,2003JJ00,,
2172,GM0220,2006JJ00,,
2173,GM0220,2008JJ00,,
2174,GM0220,2010JJ00,,
2175,GM0220,2012JJ00,,
2176,GM0220,2015JJ00,,
2177,GM0220,2017JJ00,,
2178,GM0221,1996JJ00,60,31
2179,GM0221,2000JJ00,61,32
2180,GM0221,2003JJ00,64,34
2181,GM0221,2006JJ00,62,35
2182,GM0221,2008JJ00,62,34
2183,GM0221,2010JJ00,55,31
2184,GM0221,2012JJ00,54,33
2185,GM0221,2015JJ00,51,36
2186,GM0221,2017JJ00,51,37
2187,GM0222,1996JJ00,198,100
2188,GM0222,2000JJ00,203,104
2189,GM0222,2003JJ00,197,103
2190,GM0222,2006JJ00,284,129
2191,GM0222,2008JJ00,287,124
2192,GM0222,2010JJ00,295,124
2193,GM0222,2012JJ00,293,130
2194,GM0222,2015JJ00,293,137
2195,GM0222,2017JJ00,291,149
2196,GM0660,1996JJ00,59,42
2197,GM0660,2000JJ00,,
2198,GM0660,2003JJ00,,
2199,GM0660,2006JJ00,,
2200,GM0660,2008JJ00,,
2201,GM0660,2010JJ00,,
2202,GM0660,2012JJ00,,
2203,GM0660,2015JJ00,,
2204,GM0660,2017JJ00,,
2205,GM0766,1996JJ00,68,31
2206,GM0766,2000JJ00,84,36
2207,GM0766,2003JJ00,82,29
2208,GM0766,2006JJ00,82,28
2209,GM0766,2008JJ00,85,29
2210,GM0766,2010JJ00,85,28
2211,GM0766,2012JJ00,84,28
2212,GM0766,2015JJ00,86,29
2213,GM0766,2017JJ00,84,29
2214,GM0058,1996JJ00,500,54
2215,GM0058,2000JJ00,510,54
2216,GM0058,2003JJ00,493,55
2217,GM0058,2006JJ00,477,58
2218,GM0058,2008JJ00,461,56
2219,GM0058,2010JJ00,465,54
2220,GM0058,2012JJ00,453,57
2221,GM0058,2015JJ00,413,59
2222,GM0058,2017JJ00,399,59
2223,GM0315,1996JJ00,41,28
2224,GM0315,2000JJ00,41,28
2225,GM0315,2003JJ00,43,42
2226,GM0315,2006JJ00,,
2227,GM0315,2008JJ00,,
2228,GM0315,2010JJ00,,
2229,GM0315,2012JJ00,,
2230,GM0315,2015JJ00,,
2231,GM0315,2017JJ00,,
2232,GM0505,1996JJ00,314,237
2233,GM0505,2000JJ00,314,241
2234,GM0505,2003JJ00,354,281
2235,GM0505,2006JJ00,354,287
2236,GM0505,2008JJ00,344,281
2237,GM0505,2010JJ00,353,281
2238,GM0505,2012JJ00,337,291
2239,GM0505,2015JJ00,323,291
2240,GM0505,2017JJ00,316,296
2241,GM0498,1996JJ00,47,4
2242,GM0498,2000JJ00,47,3
2243,GM0498,2003JJ00,43,9
2244,GM0498,2006JJ00,157,15
2245,GM0498,2008JJ00,157,18
2246,GM0498,2010JJ00,158,18
2247,GM0498,2012JJ00,146,18
2248,GM0498,2015JJ00,140,18
2249,GM0498,2017JJ00,139,18
2250,GM0316,1996JJ00,63,72
2251,GM0316,2000JJ00,62,73
2252,GM0316,2003JJ00,61,34
2253,GM0316,2006JJ00,,
2254,GM0316,2008JJ00,,
2255,GM0316,2010JJ00,,
2256,GM0316,2012JJ00,,
2257,GM0316,2015JJ00,,
2258,GM0316,2017JJ00,,
2259,GM1719,1996JJ00,,
2260,GM1719,2000JJ00,266,10
2261,GM1719,2003JJ00,265,18
2262,GM1719,2006JJ00,267,17
2263,GM1719,2008JJ00,278,17
2264,GM1719,2010JJ00,271,22
2265,GM1719,2012JJ00,265,25
2266,GM1719,2015JJ00,264,25
2267,GM1719,2017JJ00,260,26
2268,GM0303,1996JJ00,625,167
2269,GM0303,2000JJ00,608,152
2270,GM0303,2003JJ00,622,151
2271,GM0303,2006JJ00,572,156
2272,GM0303,2008JJ00,565,157
2273,GM0303,2010JJ00,573,168
2274,GM0303,2012JJ00,515,184
2275,GM0303,2015JJ00,591,167
2276,GM0303,2017JJ00,576,198
2277,GM0767,1996JJ00,110,5
2278,GM0767,2000JJ00,,
2279,GM0767,2003JJ00,,
2280,GM0767,2006JJ00,,
2281,GM0767,2008JJ00,,
2282,GM0767,2010JJ00,,
2283,GM0767,2012JJ00,,
2284,GM0767,2015JJ00,,
2285,GM0767,2017JJ00,,
2286,GM0225,1996JJ00,144,20
2287,GM0225,2000JJ00,142,21
2288,GM0225,2003JJ00,137,38
2289,GM0225,2006JJ00,133,37
2290,GM0225,2008JJ00,134,35
2291,GM0225,2010JJ00,133,34
2292,GM0225,2012JJ00,132,34
2293,GM0225,2015JJ00,129,34
2294,GM0225,2017JJ00,132,30
2295,GM0662,1996JJ00,175,2
2296,GM0662,2000JJ00,,
2297,GM0662,2003JJ00,,
2298,GM0662,2006JJ00,,
2299,GM0662,2008JJ00,,
2300,GM0662,2010JJ00,,
2301,GM0662,2012JJ00,,
2302,GM0662,2015JJ00,,
2303,GM0662,2017JJ00,,
2304,GM0226,1996JJ00,132,33
2305,GM0226,2000JJ00,131,35
2306,GM0226,2003JJ00,140,44
2307,GM0226,2006JJ00,147,86
2308,GM0226,2008JJ00,146,87
2309,GM0226,2010JJ00,149,82
2310,GM0226,2012JJ00,147,84
2311,GM0226,2015JJ00,144,58
2312,GM0226,2017JJ00,143,84
2313,GM0769,1996JJ00,140,10
2314,GM0769,2000JJ00,,
2315,GM0769,2003JJ00,,
2316,GM0769,2006JJ00,,
2317,GM0769,2008JJ00,,
2318,GM0769,2010JJ00,,
2319,GM0769,2012JJ00,,
2320,GM0769,2015JJ00,,
2321,GM0769,2017JJ00,,
2322,GM0112,1996JJ00,123,0
2323,GM0112,2000JJ00,,
2324,GM0112,2003JJ00,,
2325,GM0112,2006JJ00,,
2326,GM0112,2008JJ00,,
2327,GM0112,2010JJ00,,
2328,GM0112,2012JJ00,,
2329,GM0112,2015JJ00,,
2330,GM0112,2017JJ00,,
2331,GM0902,1996JJ00,183,1
2332,GM0902,2000JJ00,208,2
2333,GM0902,2003JJ00,,
2334,GM0902,2006JJ00,,
2335,GM0902,2008JJ00,,
2336,GM0902,2010JJ00,,
2337,GM0902,2012JJ00,,
2338,GM0902,2015JJ00,,
2339,GM0902,2017JJ00,,
2340,GM0227,1996JJ00,155,0
2341,GM0227,2000JJ00,155,0
2342,GM0227,2003JJ00,,
2343,GM0227,2006JJ00,,
2344,GM0227,2008JJ00,,
2345,GM0227,2010JJ00,,
2346,GM0227,2012JJ00,,
2347,GM0227,2015JJ00,,
2348,GM0227,2017JJ00,,
2349,GM1711,1996JJ00,,
2350,GM1711,2000JJ00,,
2351,GM1711,2003JJ00,333,6
2352,GM1711,2006JJ00,317,6
2353,GM1711,2008JJ00,319,9
2354,GM1711,2010JJ00,321,27
2355,GM1711,2012JJ00,326,32
2356,GM1711,2015JJ00,323,32
2357,GM1711,2017JJ00,320,31
2358,GM0385,1996JJ00,62,33
2359,GM0385,2000JJ00,60,33
2360,GM0385,2003JJ00,58,43
2361,GM0385,2006JJ00,58,45
2362,GM0385,2008JJ00,59,44
2363,GM0385,2010JJ00,60,44
2364,GM0385,2012JJ00,54,44
2365,GM0385,2015JJ00,54,44
2366,GM0385,2017JJ00,177,58
2367,GM0228,1996JJ00,552,53
2368,GM0228,2000JJ00,547,55
2369,GM0228,2003JJ00,559,78
2370,GM0228,2006JJ00,648,110
2371,GM0228,2008JJ00,652,140
2372,GM0228,2010JJ00,662,138
2373,GM0228,2012JJ00,658,137
2374,GM0228,2015JJ00,658,132
2375,GM0228,2017JJ00,650,157
2376,GM0113,1996JJ00,53,9
2377,GM0113,2000JJ00,,
2378,GM0113,2003JJ00,,
2379,GM0113,2006JJ00,,
2380,GM0113,2008JJ00,,
2381,GM0113,2010JJ00,,
2382,GM0113,2012JJ00,,
2383,GM0113,2015JJ00,,
2384,GM0113,2017JJ00,,
2385,GM0317,1996JJ00,174,0
2386,GM0317,2000JJ00,170,0
2387,GM0317,2003JJ00,168,0
2388,GM0317,2006JJ00,178,1
2389,GM0317,2008JJ00,180,2
2390,GM0317,2010JJ00,180,2
2391,GM0317,2012JJ00,181,2
2392,GM0317,2015JJ00,179,2
2393,GM0317,2017JJ00,179,1
2394,GM1651,1996JJ00,426,23
2395,GM1651,2000JJ00,425,23
2396,GM1651,2003JJ00,401,20
2397,GM1651,2006JJ00,446,20
2398,GM1651,2008JJ00,420,29
2399,GM1651,2010JJ00,431,28
2400,GM1651,2012JJ00,415,23
2401,GM1651,2015JJ00,416,23
2402,GM1651,2017JJ00,390,23
2403,GM0770,1996JJ00,114,17
2404,GM0770,2000JJ00,203,26
2405,GM0770,2003JJ00,206,38
2406,GM0770,2006JJ00,209,36
2407,GM0770,2008JJ00,210,36
2408,GM0770,2010JJ00,209,42
2409,GM0770,2012JJ00,209,38
2410,GM0770,2015JJ00,209,38
2411,GM0770,2017JJ00,208,37
2412,GM0357,1996JJ00,55,3
2413,GM0357,2000JJ00,55,3
2414,GM0357,2003JJ00,,
2415,GM0357,2006JJ00,,
2416,GM0357,2008JJ00,,
2417,GM0357,2010JJ00,,
2418,GM0357,2012JJ00,,
2419,GM0357,2015JJ00,,
2420,GM0357,2017JJ00,,
2421,GM0229,1996JJ00,287,6
2422,GM0229,2000JJ00,287,9
2423,GM0229,2003JJ00,289,29
2424,GM0229,2006JJ00,,
2425,GM0229,2008JJ00,,
2426,GM0229,2010JJ00,,
2427,GM0229,2012JJ00,,
2428,GM0229,2015JJ00,,
2429,GM0229,2017JJ00,,
2430,GM0905,1996JJ00,107,10
2431,GM0905,2000JJ00,101,11
2432,GM0905,2003JJ00,102,11
2433,GM0905,2006JJ00,104,11
2434,GM0905,2008JJ00,108,11
2435,GM0905,2010JJ00,106,11
2436,GM0905,2012JJ00,,
2437,GM0905,2015JJ00,,
2438,GM0905,2017JJ00,,
2439,GM1903,1996JJ00,,
2440,GM1903,2000JJ00,,
2441,GM1903,2003JJ00,,
2442,GM1903,2006JJ00,,
2443,GM1903,2008JJ00,,
2444,GM1903,2010JJ00,,
2445,GM1903,2012JJ00,222,11
2446,GM1903,2015JJ00,222,11
2447,GM1903,2017JJ00,221,16
2448,GM0772,1996JJ00,497,362
2449,GM0772,2000JJ00,490,465
