ID,RegioS,Perioden,Bevolkingsdichtheid_57
1767,GM1680,1995JJ00,
1768,GM1680,1996JJ00,
1769,GM1680,1997JJ00,
1770,GM1680,1998JJ00,89
1771,GM1680,1999JJ00,89
1772,GM1680,2000JJ00,89
1773,GM1680,2001JJ00,91
1774,GM1680,2002JJ00,92
1775,GM1680,2003JJ00,91
1776,GM1680,2004JJ00,91
1777,GM1680,2005JJ00,91
1778,GM1680,2006JJ00,92
1779,GM1680,2007JJ00,92
1780,GM1680,2008JJ00,92
1781,GM1680,2009JJ00,93
1782,GM1680,2010JJ00,92
1783,GM1680,2011JJ00,93
1784,GM1680,2012JJ00,93
1785,GM1680,2013JJ00,92
1786,GM1680,2014JJ00,92
1787,GM1680,2015JJ00,91
1788,GM1680,2016JJ00,91
1789,GM1680,2017JJ00,92
1790,GM1680,2018JJ00,92
1791,GM1680,2019JJ00,92
1792,GM1680,2020JJ00,92
1793,GM1680,2021JJ00,92
1794,GM1680,2022JJ00,93
1795,GM1680,2023JJ00,93
1796,GM1680,2024JJ00,94
1797,GM1680,2025JJ00,94
1798,GM0738,1995JJ00,222
1799,GM0738,1996JJ00,222
1800,GM0738,1997JJ00,225
1801,GM0738,1998JJ00,229
1802,GM0738,1999JJ00,232
1803,GM0738,2000JJ00,233
1804,GM0738,2001JJ00,236
1805,GM0738,2002JJ00,238
1806,GM0738,2003JJ00,240
1807,GM0738,2004JJ00,242
1808,GM0738,2005JJ00,241
1809,GM0738,2006JJ00,242
1810,GM0738,2007JJ00,244
1811,GM0738,2008JJ00,246
1812,GM0738,2009JJ00,249
1813,GM0738,2010JJ00,250
1814,GM0738,2011JJ00,252
1815,GM0738,2012JJ00,253
1816,GM0738,2013JJ00,253
1817,GM0738,2014JJ00,255
1818,GM0738,2015JJ00,256
1819,GM0738,2016JJ00,259
1820,GM0738,2017JJ00,259
1821,GM0738,2018JJ00,261
1822,GM0738,2019JJ00,
1823,GM0738,2020JJ00,
1824,GM0738,2021JJ00,
1825,GM0738,2022JJ00,
1826,GM0738,2023JJ00,
1827,GM0738,2024JJ00,
1828,GM0738,2025JJ00,
1829,GM0358,1995JJ00,965
1830,GM0358,1996JJ00,973
1831,GM0358,1997JJ00,974
1832,GM0358,1998JJ00,988
1833,GM0358,1999JJ00,984
1834,GM0358,2000JJ00,984
1835,GM0358,2001JJ00,993
1836,GM0358,2002JJ00,1057
1837,GM0358,2003JJ00,1106
1838,GM0358,2004JJ00,1109
1839,GM0358,2005JJ00,1128
1840,GM0358,2006JJ00,1173
1841,GM0358,2007JJ00,1216
1842,GM0358,2008JJ00,1282
1843,GM0358,2009JJ00,1367
1844,GM0358,2010JJ00,1425
1845,GM0358,2011JJ00,1477
1846,GM0358,2012JJ00,1486
1847,GM0358,2013JJ00,1501
1848,GM0358,2014JJ00,1508
1849,GM0358,2015JJ00,1524
1850,GM0358,2016JJ00,1555
1851,GM0358,2017JJ00,1559
1852,GM0358,2018JJ00,1566
1853,GM0358,2019JJ00,1577
1854,GM0358,2020JJ00,1584
1855,GM0358,2021JJ00,1590
1856,GM0358,2022JJ00,1615
1857,GM0358,2023JJ00,1645
1858,GM0358,2024JJ00,1656
1859,GM0358,2025JJ00,1654
1860,GM0197,1995JJ00,222
1861,GM0197,1996JJ00,223
1862,GM0197,1997JJ00,225
1863,GM0197,1998JJ00,227
1864,GM0197,1999JJ00,226
1865,GM0197,2000JJ00,226
1866,GM0197,2001JJ00,227
1867,GM0197,2002JJ00,227
1868,GM0197,2003JJ00,227
1869,GM0197,2004JJ00,229
1870,GM0197,2005JJ00,284
1871,GM0197,2006JJ00,285
1872,GM0197,2007JJ00,285
1873,GM0197,2008JJ00,285
1874,GM0197,2009JJ00,284
1875,GM0197,2010JJ00,285
1876,GM0197,2011JJ00,284
1877,GM0197,2012JJ00,283
1878,GM0197,2013JJ00,281
1879,GM0197,2014JJ00,280
1880,GM0197,2015JJ00,279
1881,GM0197,2016JJ00,279
1882,GM0197,2017JJ00,280
1883,GM0197,2018JJ00,279
1884,GM0197,2019JJ00,280
1885,GM0197,2020JJ00,281
1886,GM0197,2021JJ00,281
1887,GM0197,2022JJ00,281
1888,GM0197,2023JJ00,282
1889,GM0197,2024JJ00,283
1890,GM0197,2025JJ00,285
1891,GM0480,1995JJ00,481
1892,GM0480,1996JJ00,480
1893,GM0480,1997JJ00,475
1894,GM0480,1998JJ00,473
1895,GM0480,1999JJ00,471
1896,GM0480,2000JJ00,468
1897,GM0480,2001JJ00,469
1898,GM0480,2002JJ00,469
1899,GM0480,2003JJ00,469
1900,GM0480,2004JJ00,465
1901,GM0480,2005JJ00,464
1902,GM0480,2006JJ00,464
1903,GM0480,2007JJ00,
1904,GM0480,2008JJ00,
1905,GM0480,2009JJ00,
1906,GM0480,2010JJ00,
1907,GM0480,2011JJ00,
1908,GM0480,2012JJ00,
1909,GM0480,2013JJ00,
1910,GM0480,2014JJ00,
1911,GM0480,2015JJ00,
1912,GM0480,2016JJ00,
1913,GM0480,2017JJ00,
1914,GM0480,2018JJ00,
1915,GM0480,2019JJ00,
1916,GM0480,2020JJ00,
1917,GM0480,2021JJ00,
1918,GM0480,2022JJ00,
1919,GM0480,2023JJ00,
1920,GM0480,2024JJ00,
1921,GM0480,2025JJ00,
1922,GM0739,1995JJ00,357
1923,GM0739,1996JJ00,356
1924,GM0739,1997JJ00,
1925,GM0739,1998JJ00,
1926,GM0739,1999JJ00,
1927,GM0739,2000JJ00,
1928,GM0739,2001JJ00,
1929,GM0739,2002JJ00,
1930,GM0739,2003JJ00,
1931,GM0739,2004JJ00,
1932,GM0739,2005JJ00,
1933,GM0739,2006JJ00,
1934,GM0739,2007JJ00,
1935,GM0739,2008JJ00,
1936,GM0739,2009JJ00,
1937,GM0739,2010JJ00,
1938,GM0739,2011JJ00,
1939,GM0739,2012JJ00,
1940,GM0739,2013JJ00,
1941,GM0739,2014JJ00,
1942,GM0739,2015JJ00,
1943,GM0739,2016JJ00,
1944,GM0739,2017JJ00,
1945,GM0739,2018JJ00,
1946,GM0739,2019JJ00,
1947,GM0739,2020JJ00,
1948,GM0739,2021JJ00,
1949,GM0739,2022JJ00,
1950,GM0739,2023JJ00,
1951,GM0739,2024JJ00,
1952,GM0739,2025JJ00,
1953,GM0305,1995JJ00,265
1954,GM0305,1996JJ00,264
1955,GM0305,1997JJ00,266
1956,GM0305,1998JJ00,277
1957,GM0305,1999JJ00,281
1958,GM0305,2000JJ00,280
1959,GM0305,2001JJ00,280
1960,GM0305,2002JJ00,281
1961,GM0305,2003JJ00,283
1962,GM0305,2004JJ00,284
1963,GM0305,2005JJ00,283
1964,GM0305,2006JJ00,285
1965,GM0305,2007JJ00,285
1966,GM0305,2008JJ00,286
1967,GM0305,2009JJ00,286
1968,GM0305,2010JJ00,288
1969,GM0305,2011JJ00,
1970,GM0305,2012JJ00,
1971,GM0305,2013JJ00,
1972,GM0305,2014JJ00,
1973,GM0305,2015JJ00,
1974,GM0305,2016JJ00,
1975,GM0305,2017JJ00,
1976,GM0305,2018JJ00,
1977,GM0305,2019JJ00,
1978,GM0305,2020JJ00,
1979,GM0305,2021JJ00,
1980,GM0305,2022JJ00,
1981,GM0305,2023JJ00,
1982,GM0305,2024JJ00,
1983,GM0305,2025JJ00,
1984,GM0059,1995JJ00,272
1985,GM0059,1996JJ00,272
1986,GM0059,1997JJ00,273
1987,GM0059,1998JJ00,273
1988,GM0059,1999JJ00,273
1989,GM0059,2000JJ00,273
1990,GM0059,2001JJ00,273
1991,GM0059,2002JJ00,273
1992,GM0059,2003JJ00,274
1993,GM0059,2004JJ00,274
1994,GM0059,2005JJ00,274
1995,GM0059,2006JJ00,275
1996,GM0059,2007JJ00,274
1997,GM0059,2008JJ00,274
1998,GM0059,2009JJ00,274
1999,GM0059,2010JJ00,274
2000,GM0059,2011JJ00,275
2001,GM0059,2012JJ00,274
2002,GM0059,2013JJ00,275
2003,GM0059,2014JJ00,274
2004,GM0059,2015JJ00,274
2005,GM0059,2016JJ00,274
2006,GM0059,2017JJ00,273
2007,GM0059,2018JJ00,273
2008,GM0059,2019JJ00,272
2009,GM0059,2020JJ00,272
2010,GM0059,2021JJ00,273
2011,GM0059,2022JJ00,274
2012,GM0059,2023JJ00,275
2013,GM0059,2024JJ00,276
2014,GM0059,2025JJ00,276
2015,GM0360,1995JJ00,474
2016,GM0360,1996JJ00,471
2017,GM0360,1997JJ00,468
2018,GM0360,1998JJ00,484
2019,GM0360,1999JJ00,485
2020,GM0360,2000JJ00,490
2021,GM0360,2001JJ00,501
2022,GM0360,2002JJ00,
2023,GM0360,2003JJ00,
2024,GM0360,2004JJ00,
2025,GM0360,2005JJ00,
2026,GM0360,2006JJ00,
2027,GM0360,2007JJ00,
2028,GM0360,2008JJ00,
2029,GM0360,2009JJ00,
2030,GM0360,2010JJ00,
2031,GM0360,2011JJ00,
2032,GM0360,2012JJ00,
2033,GM0360,2013JJ00,
2034,GM0360,2014JJ00,
2035,GM0360,2015JJ00,
2036,GM0360,2016JJ00,
2037,GM0360,2017JJ00,
2038,GM0360,2018JJ00,
2039,GM0360,2019JJ00,
2040,GM0360,2020JJ00,
2041,GM0360,2021JJ00,
2042,GM0360,2022JJ00,
2043,GM0360,2023JJ00,
2044,GM0360,2024JJ00,
2045,GM0360,2025JJ00,
2046,GM0482,1995JJ00,2007
2047,GM0482,1996JJ00,2008
2048,GM0482,1997JJ00,2023
2049,GM0482,1998JJ00,2025
2050,GM0482,1999JJ00,2052
2051,GM0482,2000JJ00,2064
2052,GM0482,2001JJ00,2090
2053,GM0482,2002JJ00,2087
2054,GM0482,2003JJ00,2097
2055,GM0482,2004JJ00,2093
2056,GM0482,2005JJ00,2089
2057,GM0482,2006JJ00,2098
2058,GM0482,2007JJ00,2126
2059,GM0482,2008JJ00,2131
2060,GM0482,2009JJ00,2144
2061,GM0482,2010JJ00,2164
2062,GM0482,2011JJ00,2186
2063,GM0482,2012JJ00,2216
2064,GM0482,2013JJ00,2239
2065,GM0482,2014JJ00,2257
2066,GM0482,2015JJ00,2262
2067,GM0482,2016JJ00,2270
2068,GM0482,2017JJ00,2276
2069,GM0482,2018JJ00,2280
2070,GM0482,2019JJ00,2286
2071,GM0482,2020JJ00,2297
2072,GM0482,2021JJ00,2294
2073,GM0482,2022JJ00,2290
2074,GM0482,2023JJ00,2320
2075,GM0482,2024JJ00,2316
2076,GM0482,2025JJ00,2307
2077,GM0613,1995JJ00,679
2078,GM0613,1996JJ00,687
2079,GM0613,1997JJ00,684
2080,GM0613,1998JJ00,690
2081,GM0613,1999JJ00,709
2082,GM0613,2000JJ00,736
2083,GM0613,2001JJ00,794
2084,GM0613,2002JJ00,811
2085,GM0613,2003JJ00,845
2086,GM0613,2004JJ00,884
2087,GM0613,2005JJ00,929
2088,GM0613,2006JJ00,952
2089,GM0613,2007JJ00,973
2090,GM0613,2008JJ00,1015
2091,GM0613,2009JJ00,1054
2092,GM0613,2010JJ00,1109
2093,GM0613,2011JJ00,1128
2094,GM0613,2012JJ00,1143
2095,GM0613,2013JJ00,1151
2096,GM0613,2014JJ00,1150
2097,GM0613,2015JJ00,1153
2098,GM0613,2016JJ00,1150
2099,GM0613,2017JJ00,1155
2100,GM0613,2018JJ00,1163
2101,GM0613,2019JJ00,1165
2102,GM0613,2020JJ00,1180
2103,GM0613,2021JJ00,1190
2104,GM0613,2022JJ00,1197
2105,GM0613,2023JJ00,1217
2106,GM0613,2024JJ00,1220
2107,GM0613,2025JJ00,1233
2108,GM0483,1995JJ00,537
2109,GM0483,1996JJ00,538
2110,GM0483,1997JJ00,535
2111,GM0483,1998JJ00,535
2112,GM0483,1999JJ00,536
2113,GM0483,2000JJ00,535
2114,GM0483,2001JJ00,534
2115,GM0483,2002JJ00,534
2116,GM0483,2003JJ00,535
2117,GM0483,2004JJ00,537
2118,GM0483,2005JJ00,538
2119,GM0483,2006JJ00,538
2120,GM0483,2007JJ00,539
2121,GM0483,2008JJ00,537
2122,GM0483,2009JJ00,
2123,GM0483,2010JJ00,
2124,GM0483,2011JJ00,
2125,GM0483,2012JJ00,
2126,GM0483,2013JJ00,
2127,GM0483,2014JJ00,
2128,GM0483,2015JJ00,
2129,GM0483,2016JJ00,
2130,GM0483,2017JJ00,
2131,GM0483,2018JJ00,
2132,GM0483,2019JJ00,
2133,GM0483,2020JJ00,
2134,GM0483,2021JJ00,
2135,GM0483,2022JJ00,
2136,GM0483,2023JJ00,
2137,GM0483,2024JJ00,
2138,GM0483,2025JJ00,
2139,GM0361,1995JJ00,3526
2140,GM0361,1996JJ00,3528
2141,GM0361,1997JJ00,3472
2142,GM0361,1998JJ00,3095
2143,GM0361,1999JJ00,3093
2144,GM0361,2000JJ00,3091
2145,GM0361,2001JJ00,3098
2146,GM0361,2002JJ00,3097
2147,GM0361,2003JJ00,3165
2148,GM0361,2004JJ00,3190
2149,GM0361,2005JJ00,3195
2150,GM0361,2006JJ00,3211
2151,GM0361,2007JJ00,3202
2152,GM0361,2008JJ00,3192
2153,GM0361,2009JJ00,3191
2154,GM0361,2010JJ00,3206
2155,GM0361,2011JJ00,3210
2156,GM0361,2012JJ00,3222
2157,GM0361,2013JJ00,3228
2158,GM0361,2014JJ00,3240
2159,GM0361,2015JJ00,969
2160,GM0361,2016JJ00,974
2161,GM0361,2017JJ00,981
2162,GM0361,2018JJ00,982
2163,GM0361,2019JJ00,983
2164,GM0361,2020JJ00,991
2165,GM0361,2021JJ00,995
2166,GM0361,2022JJ00,1004
2167,GM0361,2023JJ00,1014
2168,GM0361,2024JJ00,1018
2169,GM0361,2025JJ00,1023
2170,GM0141,1995JJ00,1718
2171,GM0141,1996JJ00,1723
2172,GM0141,1997JJ00,1685
2173,GM0141,1998JJ00,1696
2174,GM0141,1999JJ00,1707
2175,GM0141,2000JJ00,1713
2176,GM0141,2001JJ00,1039
2177,GM0141,2002JJ00,1048
2178,GM0141,2003JJ00,1064
2179,GM0141,2004JJ00,1071
2180,GM0141,2005JJ00,1072
2181,GM0141,2006JJ00,1069
2182,GM0141,2007JJ00,1069
2183,GM0141,2008JJ00,1072
2184,GM0141,2009JJ00,1075
2185,GM0141,2010JJ00,1077
2186,GM0141,2011JJ00,1077
2187,GM0141,2012JJ00,1079
2188,GM0141,2013JJ00,1081
2189,GM0141,2014JJ00,1077
2190,GM0141,2015JJ00,1074
2191,GM0141,2016JJ00,1076
2192,GM0141,2017JJ00,1077
2193,GM0141,2018JJ00,1080
2194,GM0141,2019JJ00,1083
2195,GM0141,2020JJ00,1087
2196,GM0141,2021JJ00,1087
2197,GM0141,2022JJ00,1089
2198,GM0141,2023JJ00,1101
2199,GM0141,2024JJ00,1106
2200,GM0141,2025JJ00,1113
2201,GM0034,1995JJ00,792
2202,GM0034,1996JJ00,853
2203,GM0034,1997JJ00,895
2204,GM0034,1998JJ00,954
2205,GM0034,1999JJ00,1025
2206,GM0034,2000JJ00,1085
2207,GM0034,2001JJ00,1143
2208,GM0034,2002JJ00,1207
2209,GM0034,2003JJ00,1265
2210,GM0034,2004JJ00,1308
2211,GM0034,2005JJ00,1341
2212,GM0034,2006JJ00,1369
2213,GM0034,2007JJ00,1388
2214,GM0034,2008JJ00,1406
2215,GM0034,2009JJ00,1431
2216,GM0034,2010JJ00,1449
2217,GM0034,2011JJ00,1471
2218,GM0034,2012JJ00,1490
2219,GM0034,2013JJ00,1510
2220,GM0034,2014JJ00,1516
2221,GM0034,2015JJ00,1523
2222,GM0034,2016JJ00,1533
2223,GM0034,2017JJ00,1555
2224,GM0034,2018JJ00,1579
2225,GM0034,2019JJ00,1609
2226,GM0034,2020JJ00,1640
2227,GM0034,2021JJ00,1662
2228,GM0034,2022JJ00,1686
2229,GM0034,2023JJ00,1725
2230,GM0034,2024JJ00,1753
2231,GM0034,2025JJ00,1777
2232,GM0484,1995JJ00,1217
2233,GM0484,1996JJ00,1226
2234,GM0484,1997JJ00,1229
2235,GM0484,1998JJ00,1245
2236,GM0484,1999JJ00,1257
2237,GM0484,2000JJ00,1268
2238,GM0484,2001JJ00,1273
2239,GM0484,2002JJ00,1281
2240,GM0484,2003JJ00,1284
2241,GM0484,2004JJ00,1280
2242,GM0484,2005JJ00,1282
2243,GM0484,2006JJ00,1289
2244,GM0484,2007JJ00,1291
2245,GM0484,2008JJ00,1301
2246,GM0484,2009JJ00,1311
2247,GM0484,2010JJ00,1317
2248,GM0484,2011JJ00,1321
2249,GM0484,2012JJ00,1324
2250,GM0484,2013JJ00,1327
2251,GM0484,2014JJ00,844
2252,GM0484,2015JJ00,849
2253,GM0484,2016JJ00,854
2254,GM0484,2017JJ00,861
2255,GM0484,2018JJ00,869
2256,GM0484,2019JJ00,879
2257,GM0484,2020JJ00,886
2258,GM0484,2021JJ00,892
2259,GM0484,2022JJ00,897
2260,GM0484,2023JJ00,907
2261,GM0484,2024JJ00,913
2262,GM0484,2025JJ00,919
2263,GM0741,1995JJ00,111
2264,GM0741,1996JJ00,110
2265,GM0741,1997JJ00,
2266,GM0741,1998JJ00,
2267,GM0741,1999JJ00,
2268,GM0741,2000JJ00,
2269,GM0741,2001JJ00,
2270,GM0741,2002JJ00,
2271,GM0741,2003JJ00,
2272,GM0741,2004JJ00,
2273,GM0741,2005JJ00,
2274,GM0741,2006JJ00,
2275,GM0741,2007JJ00,
2276,GM0741,2008JJ00,
2277,GM0741,2009JJ00,
2278,GM0741,2010JJ00,
2279,GM0741,2011JJ00,
2280,GM0741,2012JJ00,
2281,GM0741,2013JJ00,
2282,GM0741,2014JJ00,
2283,GM0741,2015JJ00,
2284,GM0741,2016JJ00,
2285,GM0741,2017JJ00,
2286,GM0741,2018JJ00,
2287,GM0741,2019JJ00,
2288,GM0741,2020JJ00,
2289,GM0741,2021JJ00,
2290,GM0741,2022JJ00,
2291,GM0741,2023JJ00,
2292,GM0741,2024JJ00,
2293,GM0741,2025JJ00,
2294,GM1723,1995JJ00,
2295,GM1723,1996JJ00,
2296,GM1723,1997JJ00,100
2297,GM1723,1998JJ00,101
2298,GM1723,1999JJ00,101
2299,GM1723,2000JJ00,101
2300,GM1723,2001JJ00,102
2301,GM1723,2002JJ00,101
2302,GM1723,2003JJ00,101
2303,GM1723,2004JJ00,101
2304,GM1723,2005JJ00,102
2305,GM1723,2006JJ00,102
2306,GM1723,2007JJ00,102
2307,GM1723,2008JJ00,101
2308,GM1723,2009JJ00,101
2309,GM1723,2010JJ00,101
2310,GM1723,2011JJ00,102
2311,GM1723,2012JJ00,102
2312,GM1723,2013JJ00,104
2313,GM1723,2014JJ00,104
2314,GM1723,2015JJ00,105
2315,GM1723,2016JJ00,107
2316,GM1723,2017JJ00,108
2317,GM1723,2018JJ00,108
2318,GM1723,2019JJ00,109
2319,GM1723,2020JJ00,110
2320,GM1723,2021JJ00,111
2321,GM1723,2022JJ00,112
2322,GM1723,2023JJ00,113
2323,GM1723,2024JJ00,112
2324,GM1723,2025JJ00,113
2325,GM1959,1995JJ00,
2326,GM1959,1996JJ00,
2327,GM1959,1997JJ00,
2328,GM1959,1998JJ00,
2329,GM1959,1999JJ00,
2330,GM1959,2000JJ00,
2331,GM1959,2001JJ00,
2332,GM1959,2002JJ00,
2333,GM1959,2003JJ00,
2334,GM1959,2004JJ00,
2335,GM1959,2005JJ00,
2336,GM1959,2006JJ00,
2337,GM1959,2007JJ00,
2338,GM1959,2008JJ00,
2339,GM1959,2009JJ00,
2340,GM1959,2010JJ00,
2341,GM1959,2011JJ00,
2342,GM1959,2012JJ00,
2343,GM1959,2013JJ00,
2344,GM1959,2014JJ00,
2345,GM1959,2015JJ00,
2346,GM1959,2016JJ00,
2347,GM1959,2017JJ00,
2348,GM1959,2018JJ00,
2349,GM1959,2019JJ00,276
2350,GM1959,2020JJ00,279
2351,GM1959,2021JJ00,281
2352,GM1959,2022JJ00,285
2353,GM1959,2023JJ00,289
2354,GM1959,2024JJ00,292
2355,GM1959,2025JJ00,294
2356,GM0142,1995JJ00,64
2357,GM0142,1996JJ00,65
2358,GM0142,1997JJ00,65
2359,GM0142,1998JJ00,66
2360,GM0142,1999JJ00,66
2361,GM0142,2000JJ00,66
2362,GM0142,2001JJ00,
2363,GM0142,2002JJ00,
2364,GM0142,2003JJ00,
2365,GM0142,2004JJ00,
2366,GM0142,2005JJ00,
2367,GM0142,2006JJ00,
2368,GM0142,2007JJ00,
2369,GM0142,2008JJ00,
2370,GM0142,2009JJ00,
2371,GM0142,2010JJ00,
2372,GM0142,2011JJ00,
2373,GM0142,2012JJ00,
2374,GM0142,2013JJ00,
2375,GM0142,2014JJ00,
2376,GM0142,2015JJ00,
2377,GM0142,2016JJ00,
2378,GM0142,2017JJ00,
2379,GM0142,2018JJ00,
2380,GM0142,2019JJ00,
2381,GM0142,2020JJ00,
2382,GM0142,2021JJ00,
2383,GM0142,2022JJ00,
2384,GM0142,2023JJ00,
2385,GM0142,2024JJ00,
2386,GM0142,2025JJ00,
2387,GM1679,1995JJ00,252
2388,GM1679,1996JJ00,253
2389,GM1679,1997JJ00,252
2390,GM1679,1998JJ00,251
2391,GM1679,1999JJ00,250
2392,GM1679,2000JJ00,250
2393,GM1679,2001JJ00,250
2394,GM1679,2002JJ00,250
2395,GM1679,2003JJ00,249
2396,GM1679,2004JJ00,249
2397,GM1679,2005JJ00,247
2398,GM1679,2006JJ00,249
2399,GM1679,2007JJ00,
2400,GM1679,2008JJ00,
2401,GM1679,2009JJ00,
2402,GM1679,2010JJ00,
2403,GM1679,2011JJ00,
2404,GM1679,2012JJ00,
2405,GM1679,2013JJ00,
2406,GM1679,2014JJ00,
2407,GM1679,2015JJ00,
2408,GM1679,2016JJ00,
2409,GM1679,2017JJ00,
2410,GM1679,2018JJ00,
2411,GM1679,2019JJ00,
2412,GM1679,2020JJ00,
2413,GM1679,2021JJ00,
2414,GM1679,2022JJ00,
2415,GM1679,2023JJ00,
2416,GM1679,2024JJ00,
2417,GM1679,2025JJ00,
2418,GM0060,1995JJ00,59
2419,GM0060,1996JJ00,60
2420,GM0060,1997JJ00,59
2421,GM0060,1998JJ00,59
2422,GM0060,1999JJ00,60
2423,GM0060,2000JJ00,60
2424,GM0060,2001JJ00,61
2425,GM0060,2002JJ00,61
2426,GM0060,2003JJ00,60
2427,GM0060,2004JJ00,59
2428,GM0060,2005JJ00,59
2429,GM0060,2006JJ00,59
2430,GM0060,2007JJ00,58
2431,GM0060,2008JJ00,58
2432,GM0060,2009JJ00,59
2433,GM0060,2010JJ00,60
2434,GM0060,2011JJ00,60
2435,GM0060,2012JJ00,60
2436,GM0060,2013JJ00,60
2437,GM0060,2014JJ00,61
2438,GM0060,2015JJ00,61
2439,GM0060,2016JJ00,62
2440,GM0060,2017JJ00,62
2441,GM0060,2018JJ00,62
2442,GM0060,2019JJ00,62
2443,GM0060,2020JJ00,63
2444,GM0060,2021JJ00,63
2445,GM0060,2022JJ00,66
2446,GM0060,2023JJ00,68
2447,GM0060,2024JJ00,68
2448,GM0060,2025JJ00,67
2449,GM0306,1995JJ00,246
2450,GM0306,1996JJ00,249
2451,GM0306,1997JJ00,251
2452,GM0306,1998JJ00,248
2453,GM0306,1999JJ00,246
2454,GM0306,2000JJ00,248
2455,GM0306,2001JJ00,245
2456,GM0306,2002JJ00,245
2457,GM0306,2003JJ00,245
2458,GM0306,2004JJ00,246
2459,GM0306,2005JJ00,247
2460,GM0306,2006JJ00,
2461,GM0306,2007JJ00,
2462,GM0306,2008JJ00,
2463,GM0306,2009JJ00,
2464,GM0306,2010JJ00,
2465,GM0306,2011JJ00,
2466,GM0306,2012JJ00,
2467,GM0306,2013JJ00,
2468,GM0306,2014JJ00,
2469,GM0306,2015JJ00,
2470,GM0306,2016JJ00,
2471,GM0306,2017JJ00,
2472,GM0306,2018JJ00,
2473,GM0306,2019JJ00,
2474,GM0306,2020JJ00,
2475,GM0306,2021JJ00,
2476,GM0306,2022JJ00,
2477,GM0306,2023JJ00,
2478,GM0306,2024JJ00,
2479,GM0306,2025JJ00,
2480,GM0307,1995JJ00,2008
2481,GM0307,1996JJ00,2052
2482,GM0307,1997JJ00,2107
2483,GM0307,1998JJ00,1921
2484,GM0307,1999JJ00,1966
2485,GM0307,2000JJ00,2006
2486,GM0307,2001JJ00,2036
2487,GM0307,2002JJ00,2063
2488,GM0307,2003JJ00,2087
2489,GM0307,2004JJ00,2113
2490,GM0307,2005JJ00,2145
2491,GM0307,2006JJ00,2180
2492,GM0307,2007JJ00,2213
2493,GM0307,2008JJ00,2247
2494,GM0307,2009JJ00,2281
2495,GM0307,2010JJ00,2308
2496,GM0307,2011JJ00,2332
2497,GM0307,2012JJ00,2358
2498,GM0307,2013JJ00,2383
2499,GM0307,2014JJ00,2402
2500,GM0307,2015JJ00,2427
2501,GM0307,2016JJ00,2447
2502,GM0307,2017JJ00,2459
2503,GM0307,2018JJ00,2479
2504,GM0307,2019JJ00,2496
2505,GM0307,2020JJ00,2512
2506,GM0307,2021JJ00,2514
2507,GM0307,2022JJ00,2538
2508,GM0307,2023JJ00,2572
2509,GM0307,2024JJ00,2590
2510,GM0307,2025JJ00,2613
2511,GM0198,1995JJ00,444
2512,GM0198,1996JJ00,448
2513,GM0198,1997JJ00,449
2514,GM0198,1998JJ00,451
2515,GM0198,1999JJ00,
2516,GM0198,2000JJ00,
2517,GM0198,2001JJ00,
2518,GM0198,2002JJ00,
2519,GM0198,2003JJ00,
2520,GM0198,2004JJ00,
2521,GM0198,2005JJ00,
2522,GM0198,2006JJ00,
2523,GM0198,2007JJ00,
2524,GM0198,2008JJ00,
2525,GM0198,2009JJ00,
2526,GM0198,2010JJ00,
2527,GM0198,2011JJ00,
2528,GM0198,2012JJ00,
2529,GM0198,2013JJ00,
2530,GM0198,2014JJ00,
2531,GM0198,2015JJ00,
2532,GM0198,2016JJ00,
2533,GM0198,2017JJ00,
2534,GM0198,2018JJ00,
2535,GM0198,2019JJ00,
2536,GM0198,2020JJ00,
2537,GM0198,2021JJ00,
2538,GM0198,2022JJ00,
2539,GM0198,2023JJ00,
2540,GM0198,2024JJ00,
2541,GM0198,2025JJ00,
2542,GM0362,1995JJ00,1830
2543,GM0362,1996JJ00,1867
2544,GM0362,1997JJ00,1891
2545,GM0362,1998JJ00,1913
2546,GM0362,1999JJ00,1914
2547,GM0362,2000JJ00,1929
2548,GM0362,2001JJ00,1922
2549,GM0362,2002JJ00,1861
2550,GM0362,2003JJ00,1879
2551,GM0362,2004JJ00,1898
2552,GM0362,2005JJ00,1902
2553,GM0362,2006JJ00,1898
2554,GM0362,2007JJ00,1902
2555,GM0362,2008JJ00,1903
2556,GM0362,2009JJ00,1924
2557,GM0362,2010JJ00,1946
2558,GM0362,2011JJ00,1973
2559,GM0362,2012JJ00,2011
2560,GM0362,2013JJ00,2037
2561,GM0362,2014JJ00,2052
2562,GM0362,2015JJ00,2104
2563,GM0362,2016JJ00,2150
2564,GM0362,2017JJ00,2167
2565,GM0362,2018JJ00,2185
2566,GM0362,2019JJ00,2208
2567,GM0362,2020JJ00,2229
2568,GM0362,2021JJ00,2208
2569,GM0362,2022JJ00,2246
2570,GM0362,2023JJ00,2297
2571,GM0362,2024JJ00,2311
2572,GM0362,2025JJ00,2331
2573,GM0363,1995JJ00,4502
2574,GM0363,1996JJ00,4476
2575,GM0363,1997JJ00,4330
2576,GM0363,1998JJ00,4348
2577,GM0363,1999JJ00,4402
2578,GM0363,2000JJ00,4429
2579,GM0363,2001JJ00,4449
2580,GM0363,2002JJ00,4454
2581,GM0363,2003JJ00,4465
2582,GM0363,2004JJ00,4480
2583,GM0363,2005JJ00,4502
2584,GM0363,2006JJ00,4469
2585,GM0363,2007JJ00,4467
2586,GM0363,2008JJ00,4493
2587,GM0363,2009JJ00,4554
2588,GM0363,2010JJ00,4625
