Region,Year,0 to 10 km,>10 to 20 km,>20 to 50km
GM1651,2018,0.011656952539550375,0.05162364696086595,0.9367194004995837
GM1651,2019,-1.0,-1.0,-1.0
GM1651,2020,-1.0,-1.0,-1.0
GM1651,2021,-1.0,-1.0,-1.0
GM1651,2022,-1.0,-1.0,-1.0
GM1651,2023,-1.0,-1.0,-1.0
Eersel,2006,-1.0,-1.0,-1.0
Eersel,2007,-1.0,-1.0,-1.0
Eersel,2008,-1.0,-1.0,-1.0
Eersel,2009,-1.0,-1.0,-1.0
Eersel,2010,-1.0,-1.0,-1.0
Eersel,2011,-1.0,-1.0,-1.0
Eersel,2012,-1.0,-1.0,-1.0
Eersel,2013,0.04298186702484889,0.2388627714349675,0.7181553615401836
Eersel,2014,-1.0,-1.0,-1.0
Eersel,2015,-1.0,-1.0,-1.0
Eersel,2016,-1.0,-1.0,-1.0
Eersel,2017,0.04394942805538832,0.23941400762592815,0.7166365643186835
Eersel,2018,0.04357298474945533,0.24618736383442263,0.710239651416122
Eersel,2019,0.04324956165984804,0.24293785310734467,0.7138125852328073
Eersel,2020,0.04160363086232981,0.23260211800302574,0.7257942511346446
Eersel,2021,-1.0,-1.0,-1.0
Eersel,2022,-1.0,-1.0,-1.0
Eersel,2023,-1.0,-1.0,-1.0
GM0905,2006,-1.0,-1.0,-1.0
GM0905,2007,-1.0,-1.0,-1.0
GM0905,2008,-1.0,-1.0,-1.0
GM0905,2009,-1.0,-1.0,-1.0
GM0905,2010,-1.0,-1.0,-1.0
GM0905,2011,-1.0,-1.0,-1.0
GM0905,2012,-1.0,-1.0,-1.0
GM0905,2013,-1.0,-1.0,-1.0
GM0905,2014,-1.0,-1.0,-1.0
GM0905,2015,-1.0,-1.0,-1.0
GM0905,2016,-1.0,-1.0,-1.0
GM0905,2017,-1.0,-1.0,-1.0
GM0905,2018,-1.0,-1.0,-1.0
GM0905,2019,-1.0,-1.0,-1.0
GM0905,2020,-1.0,-1.0,-1.0
GM0905,2021,-1.0,-1.0,-1.0
GM0905,2022,-1.0,-1.0,-1.0
GM0905,2023,-1.0,-1.0,-1.0
Eijsden-Margraten,2006,-1.0,-1.0,-1.0
Eijsden-Margraten,2007,-1.0,-1.0,-1.0
Eijsden-Margraten,2008,-1.0,-1.0,-1.0
Eijsden-Margraten,2009,-1.0,-1.0,-1.0
Eijsden-Margraten,2010,-1.0,-1.0,-1.0
Eijsden-Margraten,2011,-1.0,-1.0,-1.0
Eijsden-Margraten,2012,-1.0,-1.0,-1.0
Eijsden-Margraten,2013,0.21400472069236823,0.27773406766325726,0.5082612116443744
Eijsden-Margraten,2014,-1.0,-1.0,-1.0
Eijsden-Margraten,2015,-1.0,-1.0,-1.0
Eijsden-Margraten,2016,-1.0,-1.0,-1.0
Eijsden-Margraten,2017,0.22685512367491167,0.2657243816254417,0.5074204946996467
Eijsden-Margraten,2018,0.2246175243393602,0.25034770514603616,0.5250347705146036
Eijsden-Margraten,2019,0.22446143154968728,0.24947880472550385,0.526059763724809
Eijsden-Margraten,2020,0.21904761904761907,0.25782312925170064,0.5231292517006804
Eijsden-Margraten,2021,-1.0,-1.0,-1.0
Eijsden-Margraten,2022,-1.0,-1.0,-1.0
Eijsden-Margraten,2023,-1.0,-1.0,-1.0
Eindhoven,2006,-1.0,-1.0,-1.0
Eindhoven,2007,-1.0,-1.0,-1.0
Eindhoven,2008,-1.0,-1.0,-1.0
Eindhoven,2009,-1.0,-1.0,-1.0
Eindhoven,2010,-1.0,-1.0,-1.0
Eindhoven,2011,-1.0,-1.0,-1.0
Eindhoven,2012,-1.0,-1.0,-1.0
Eindhoven,2013,0.22075620322961798,0.12307995273729816,0.6561638440330839
Eindhoven,2014,-1.0,-1.0,-1.0
Eindhoven,2015,-1.0,-1.0,-1.0
Eindhoven,2016,-1.0,-1.0,-1.0
Eindhoven,2017,0.22833806818181815,0.11754261363636363,0.6541193181818181
Eindhoven,2018,0.23141361256544501,0.11518324607329843,0.6534031413612565
Eindhoven,2019,0.22956998458112043,0.11324310433441835,0.6571869110844611
Eindhoven,2020,0.2197197197197197,0.11628294961628297,0.6639973306639974
Eindhoven,2021,-1.0,-1.0,-1.0
Eindhoven,2022,-1.0,-1.0,-1.0
Eindhoven,2023,-1.0,-1.0,-1.0
Elburg,2006,-1.0,-1.0,-1.0
Elburg,2007,-1.0,-1.0,-1.0
Elburg,2008,-1.0,-1.0,-1.0
Elburg,2009,-1.0,-1.0,-1.0
Elburg,2010,-1.0,-1.0,-1.0
Elburg,2011,-1.0,-1.0,-1.0
Elburg,2012,-1.0,-1.0,-1.0
Elburg,2013,0.01969149983590417,0.10075484082704299,0.8795536593370529
Elburg,2014,-1.0,-1.0,-1.0
Elburg,2015,-1.0,-1.0,-1.0
Elburg,2016,-1.0,-1.0,-1.0
Elburg,2017,0.02084574151280524,0.09708159618820726,0.8820726622989874
Elburg,2018,0.0214554943461873,0.09625978544505653,0.8822847202087561
Elburg,2019,0.021794508915935467,0.09142371921879422,0.8867817718652703
Elburg,2020,0.02263317692520011,0.08915263593706872,0.8882141871377311
Elburg,2021,-1.0,-1.0,-1.0
Elburg,2022,-1.0,-1.0,-1.0
Elburg,2023,-1.0,-1.0,-1.0
Emmen,2006,-1.0,-1.0,-1.0
Emmen,2007,-1.0,-1.0,-1.0
Emmen,2008,-1.0,-1.0,-1.0
Emmen,2009,-1.0,-1.0,-1.0
Emmen,2010,-1.0,-1.0,-1.0
Emmen,2011,-1.0,-1.0,-1.0
Emmen,2012,-1.0,-1.0,-1.0
Emmen,2013,0.1431792559188275,0.1104847801578354,0.7463359639233371
Emmen,2014,-1.0,-1.0,-1.0
Emmen,2015,-1.0,-1.0,-1.0
Emmen,2016,-1.0,-1.0,-1.0
Emmen,2017,0.13146997929606624,0.11180124223602486,0.7567287784679089
Emmen,2018,0.13319878910191724,0.11099899091826437,0.7558022199798183
Emmen,2019,0.13366336633663367,0.10792079207920792,0.7584158415841583
Emmen,2020,0.13404050144648022,0.10993249758919961,0.7560270009643202
Emmen,2021,-1.0,-1.0,-1.0
Emmen,2022,-1.0,-1.0,-1.0
Emmen,2023,-1.0,-1.0,-1.0
Enkhuizen,2006,-1.0,-1.0,-1.0
Enkhuizen,2007,-1.0,-1.0,-1.0
Enkhuizen,2008,-1.0,-1.0,-1.0
Enkhuizen,2009,-1.0,-1.0,-1.0
Enkhuizen,2010,-1.0,-1.0,-1.0
Enkhuizen,2011,-1.0,-1.0,-1.0
Enkhuizen,2012,-1.0,-1.0,-1.0
Enkhuizen,2013,0.060917180013689246,0.135523613963039,0.8035592060232717
Enkhuizen,2014,-1.0,-1.0,-1.0
Enkhuizen,2015,-1.0,-1.0,-1.0
Enkhuizen,2016,-1.0,-1.0,-1.0
Enkhuizen,2017,0.05284015852047556,0.15852047556142668,0.7886393659180978
Enkhuizen,2018,0.05,0.16133333333333333,0.7886666666666666
Enkhuizen,2019,0.048666666666666664,0.17400000000000002,0.7773333333333333
Enkhuizen,2020,0.052076466710613056,0.15622940013183917,0.7916941331575478
Enkhuizen,2021,-1.0,-1.0,-1.0
Enkhuizen,2022,-1.0,-1.0,-1.0
Enkhuizen,2023,-1.0,-1.0,-1.0
Enschede,2006,-1.0,-1.0,-1.0
Enschede,2007,-1.0,-1.0,-1.0
Enschede,2008,-1.0,-1.0,-1.0
Enschede,2009,-1.0,-1.0,-1.0
Enschede,2010,-1.0,-1.0,-1.0
Enschede,2011,-1.0,-1.0,-1.0
Enschede,2012,-1.0,-1.0,-1.0
Enschede,2013,0.2691029900332226,0.20066445182724252,0.5302325581395348
Enschede,2014,-1.0,-1.0,-1.0
Enschede,2015,-1.0,-1.0,-1.0
Enschede,2016,-1.0,-1.0,-1.0
Enschede,2017,0.28511655708308425,0.19485953377166765,0.520023909145248
Enschede,2018,0.27722772277227725,0.1945253348864298,0.528246942341293
Enschede,2019,0.287317620650954,0.19472502805836142,0.5179573512906847
Enschede,2020,0.27427317608337903,0.2051563357103675,0.5205704882062534
Enschede,2021,-1.0,-1.0,-1.0
Enschede,2022,-1.0,-1.0,-1.0
Enschede,2023,-1.0,-1.0,-1.0
Epe,2006,-1.0,-1.0,-1.0
Epe,2007,-1.0,-1.0,-1.0
Epe,2008,-1.0,-1.0,-1.0
Epe,2009,-1.0,-1.0,-1.0
Epe,2010,-1.0,-1.0,-1.0
Epe,2011,-1.0,-1.0,-1.0
Epe,2012,-1.0,-1.0,-1.0
Epe,2013,0.03546966731898239,0.12989236790606656,0.8346379647749511
Epe,2014,-1.0,-1.0,-1.0
Epe,2015,-1.0,-1.0,-1.0
Epe,2016,-1.0,-1.0,-1.0
Epe,2017,0.03183562881011515,0.13727703770602845,0.8308873334838565
Epe,2018,0.030968592137052494,0.14561827366571492,0.8234131341972326
Epe,2019,0.029222174473571123,0.14525139664804468,0.8255264288783842
Epe,2020,0.029638906282613234,0.1440200375704446,0.8263410561469422
Epe,2021,-1.0,-1.0,-1.0
Epe,2022,-1.0,-1.0,-1.0
Epe,2023,-1.0,-1.0,-1.0
Ermelo,2006,-1.0,-1.0,-1.0
Ermelo,2007,-1.0,-1.0,-1.0
Ermelo,2008,-1.0,-1.0,-1.0
Ermelo,2009,-1.0,-1.0,-1.0
Ermelo,2010,-1.0,-1.0,-1.0
Ermelo,2011,-1.0,-1.0,-1.0
Ermelo,2012,-1.0,-1.0,-1.0
Ermelo,2013,0.0287050475729721,0.05257216577971295,0.918722786647315
Ermelo,2014,-1.0,-1.0,-1.0
Ermelo,2015,-1.0,-1.0,-1.0
Ermelo,2016,-1.0,-1.0,-1.0
Ermelo,2017,0.02895355673133451,0.04218106995884774,0.9288653733098178
Ermelo,2018,0.0286286859433152,0.04365874606355568,0.9277125679931291
Ermelo,2019,0.027804810232170168,0.04504379257611567,0.9271513971917142
Ermelo,2020,0.027384196185286105,0.04645776566757493,0.9261580381471389
Ermelo,2021,-1.0,-1.0,-1.0
Ermelo,2022,-1.0,-1.0,-1.0
Ermelo,2023,-1.0,-1.0,-1.0
Etten-Leur,2006,-1.0,-1.0,-1.0
Etten-Leur,2007,-1.0,-1.0,-1.0
Etten-Leur,2008,-1.0,-1.0,-1.0
Etten-Leur,2009,-1.0,-1.0,-1.0
Etten-Leur,2010,-1.0,-1.0,-1.0
Etten-Leur,2011,-1.0,-1.0,-1.0
Etten-Leur,2012,-1.0,-1.0,-1.0
Etten-Leur,2013,0.07377740303541316,0.15472175379426645,0.7715008431703204
Etten-Leur,2014,-1.0,-1.0,-1.0
Etten-Leur,2015,-1.0,-1.0,-1.0
Etten-Leur,2016,-1.0,-1.0,-1.0
Etten-Leur,2017,0.06917562724014337,0.1546594982078853,0.7761648745519714
Etten-Leur,2018,0.07151708266949901,0.15383253673216496,0.7746503805983359
Etten-Leur,2019,0.06801439095425732,0.1517903032379647,0.7801953058077779
Etten-Leur,2020,0.06957390146471372,0.15179760319573904,0.7786284953395474
Etten-Leur,2021,-1.0,-1.0,-1.0
Etten-Leur,2022,-1.0,-1.0,-1.0
Etten-Leur,2023,-1.0,-1.0,-1.0
GM1722,2006,-1.0,-1.0,-1.0
GM1722,2007,-1.0,-1.0,-1.0
GM1722,2008,-1.0,-1.0,-1.0
GM1722,2009,-1.0,-1.0,-1.0
GM1722,2010,-1.0,-1.0,-1.0
GM1722,2011,-1.0,-1.0,-1.0
GM1722,2012,-1.0,-1.0,-1.0
GM1722,2013,0.015053763440860214,0.29677419354838713,0.6881720430107527
GM1722,2014,-1.0,-1.0,-1.0
GM1722,2015,-1.0,-1.0,-1.0
GM1722,2016,-1.0,-1.0,-1.0
GM1722,2017,0.013738959764474975,0.2885181550539745,0.6977428851815506
GM1722,2018,0.019961977186311788,0.2965779467680608,0.6834600760456274
GM1722,2019,-1.0,-1.0,-1.0
GM1722,2020,-1.0,-1.0,-1.0
GM1722,2021,-1.0,-1.0,-1.0
GM1722,2022,-1.0,-1.0,-1.0
GM1722,2023,-1.0,-1.0,-1.0
GM0070,2006,-1.0,-1.0,-1.0
GM0070,2007,-1.0,-1.0,-1.0
GM0070,2008,-1.0,-1.0,-1.0
GM0070,2009,-1.0,-1.0,-1.0
GM0070,2010,-1.0,-1.0,-1.0
GM0070,2011,-1.0,-1.0,-1.0
GM0070,2012,-1.0,-1.0,-1.0
GM0070,2013,0.04919786096256684,0.22352941176470587,0.7272727272727273
GM0070,2014,-1.0,-1.0,-1.0
GM0070,2015,-1.0,-1.0,-1.0
GM0070,2016,-1.0,-1.0,-1.0
GM0070,2017,0.04854368932038835,0.2058252427184466,0.7456310679611651
GM0070,2018,-1.0,-1.0,-1.0
GM0070,2019,-1.0,-1.0,-1.0
GM0070,2020,-1.0,-1.0,-1.0
GM0070,2021,-1.0,-1.0,-1.0
GM0070,2022,-1.0,-1.0,-1.0
GM0070,2023,-1.0,-1.0,-1.0
GM1921,2006,-1.0,-1.0,-1.0
GM1921,2007,-1.0,-1.0,-1.0
GM1921,2008,-1.0,-1.0,-1.0
GM1921,2009,-1.0,-1.0,-1.0
GM1921,2010,-1.0,-1.0,-1.0
GM1921,2011,-1.0,-1.0,-1.0
GM1921,2012,-1.0,-1.0,-1.0
GM1921,2013,-1.0,-1.0,-1.0
GM1921,2014,-1.0,-1.0,-1.0
GM1921,2015,-1.0,-1.0,-1.0
GM1921,2016,-1.0,-1.0,-1.0
GM1921,2017,-1.0,-1.0,-1.0
GM1921,2018,-1.0,-1.0,-1.0
GM1921,2019,-1.0,-1.0,-1.0
GM1921,2020,-1.0,-1.0,-1.0
GM1921,2021,-1.0,-1.0,-1.0
GM1921,2022,-1.0,-1.0,-1.0
GM1921,2023,-1.0,-1.0,-1.0
De Fryske Marren,2006,-1.0,-1.0,-1.0
De Fryske Marren,2007,-1.0,-1.0,-1.0
De Fryske Marren,2008,-1.0,-1.0,-1.0
De Fryske Marren,2009,-1.0,-1.0,-1.0
De Fryske Marren,2010,-1.0,-1.0,-1.0
De Fryske Marren,2011,-1.0,-1.0,-1.0
De Fryske Marren,2012,-1.0,-1.0,-1.0
De Fryske Marren,2013,-1.0,-1.0,-1.0
De Fryske Marren,2014,-1.0,-1.0,-1.0
De Fryske Marren,2015,-1.0,-1.0,-1.0
De Fryske Marren,2016,-1.0,-1.0,-1.0
De Fryske Marren,2017,0.04472140762463343,0.14442815249266863,0.810850439882698
De Fryske Marren,2018,0.05039596832253419,0.13894888408927286,0.8106551475881929
De Fryske Marren,2019,0.04755244755244755,0.13706293706293707,0.8153846153846154
De Fryske Marren,2020,0.046153846153846156,0.12976588628762542,0.8240802675585285
De Fryske Marren,2021,-1.0,-1.0,-1.0
De Fryske Marren,2022,-1.0,-1.0,-1.0
De Fryske Marren,2023,-1.0,-1.0,-1.0
GM0653,2006,-1.0,-1.0,-1.0
GM0653,2007,-1.0,-1.0,-1.0
GM0653,2008,-1.0,-1.0,-1.0
GM0653,2009,-1.0,-1.0,-1.0
GM0653,2010,-1.0,-1.0,-1.0
GM0653,2011,-1.0,-1.0,-1.0
GM0653,2012,-1.0,-1.0,-1.0
GM0653,2013,0.011827956989247313,0.06666666666666667,0.921505376344086
GM0653,2014,-1.0,-1.0,-1.0
GM0653,2015,-1.0,-1.0,-1.0
GM0653,2016,-1.0,-1.0,-1.0
GM0653,2017,-1.0,-1.0,-1.0
GM0653,2018,-1.0,-1.0,-1.0
GM0653,2019,-1.0,-1.0,-1.0
GM0653,2020,-1.0,-1.0,-1.0
GM0653,2021,-1.0,-1.0,-1.0
GM0653,2022,-1.0,-1.0,-1.0
GM0653,2023,-1.0,-1.0,-1.0
Geertruidenberg,2006,-1.0,-1.0,-1.0
Geertruidenberg,2007,-1.0,-1.0,-1.0
Geertruidenberg,2008,-1.0,-1.0,-1.0
Geertruidenberg,2009,-1.0,-1.0,-1.0
Geertruidenberg,2010,-1.0,-1.0,-1.0
Geertruidenberg,2011,-1.0,-1.0,-1.0
Geertruidenberg,2012,-1.0,-1.0,-1.0
Geertruidenberg,2013,0.03026578583499769,0.13058841603933014,0.8391457981256721
Geertruidenberg,2014,-1.0,-1.0,-1.0
Geertruidenberg,2015,-1.0,-1.0,-1.0
Geertruidenberg,2016,-1.0,-1.0,-1.0
Geertruidenberg,2017,0.026846533992253244,0.13663683718445305,0.8365166288232937
Geertruidenberg,2018,0.027843758247558727,0.1434415413037741,0.8287147004486672
Geertruidenberg,2019,0.026815499101873235,0.1433153707980498,0.8298691301000769
Geertruidenberg,2020,0.027727962477583117,0.15643537039591668,0.8158366671265002
Geertruidenberg,2021,-1.0,-1.0,-1.0
Geertruidenberg,2022,-1.0,-1.0,-1.0
Geertruidenberg,2023,-1.0,-1.0,-1.0
GM0236,2006,-1.0,-1.0,-1.0
GM0236,2007,-1.0,-1.0,-1.0
GM0236,2008,-1.0,-1.0,-1.0
GM0236,2009,-1.0,-1.0,-1.0
GM0236,2010,-1.0,-1.0,-1.0
GM0236,2011,-1.0,-1.0,-1.0
GM0236,2012,-1.0,-1.0,-1.0
GM0236,2013,0.015242438790206432,0.05496879500720114,0.9297887662025924
GM0236,2014,-1.0,-1.0,-1.0
GM0236,2015,-1.0,-1.0,-1.0
GM0236,2016,-1.0,-1.0,-1.0
GM0236,2017,0.013179571663920923,0.05304777594728171,0.9337726523887974
GM0236,2018,0.013839716768587062,0.052784036047634375,0.9333762471837785
GM0236,2019,-1.0,-1.0,-1.0
GM0236,2020,-1.0,-1.0,-1.0
GM0236,2021,-1.0,-1.0,-1.0
GM0236,2022,-1.0,-1.0,-1.0
GM0236,2023,-1.0,-1.0,-1.0
Geldrop-Mierlo,2006,-1.0,-1.0,-1.0
Geldrop-Mierlo,2007,-1.0,-1.0,-1.0
Geldrop-Mierlo,2008,-1.0,-1.0,-1.0
Geldrop-Mierlo,2009,-1.0,-1.0,-1.0
Geldrop-Mierlo,2010,-1.0,-1.0,-1.0
Geldrop-Mierlo,2011,-1.0,-1.0,-1.0
Geldrop-Mierlo,2012,-1.0,-1.0,-1.0
Geldrop-Mierlo,2013,0.13710791083053858,0.19668573683172225,0.6662063523377392
Geldrop-Mierlo,2014,-1.0,-1.0,-1.0
Geldrop-Mierlo,2015,-1.0,-1.0,-1.0
Geldrop-Mierlo,2016,-1.0,-1.0,-1.0
Geldrop-Mierlo,2017,0.13909840378880897,0.19154534292229433,0.6693562532888967
Geldrop-Mierlo,2018,0.14349391393793934,0.18429624549974286,0.6722098405623179
Geldrop-Mierlo,2019,0.14179983179142136,0.18301093355761144,0.6751892346509671
Geldrop-Mierlo,2020,0.1273854183656826,0.19067036372533028,0.6819442179089871
Geldrop-Mierlo,2021,-1.0,-1.0,-1.0
Geldrop-Mierlo,2022,-1.0,-1.0,-1.0
Geldrop-Mierlo,2023,-1.0,-1.0,-1.0
Gemert-Bakel,2006,-1.0,-1.0,-1.0
Gemert-Bakel,2007,-1.0,-1.0,-1.0
Gemert-Bakel,2008,-1.0,-1.0,-1.0
Gemert-Bakel,2009,-1.0,-1.0,-1.0
Gemert-Bakel,2010,-1.0,-1.0,-1.0
Gemert-Bakel,2011,-1.0,-1.0,-1.0
Gemert-Bakel,2012,-1.0,-1.0,-1.0
Gemert-Bakel,2013,0.022710068130204392,0.12528387585162756,0.852006056018168
Gemert-Bakel,2014,-1.0,-1.0,-1.0
Gemert-Bakel,2015,-1.0,-1.0,-1.0
Gemert-Bakel,2016,-1.0,-1.0,-1.0
Gemert-Bakel,2017,0.019827147941026944,0.1277749533977292,0.8523978986612438
Gemert-Bakel,2018,0.02087857023551027,0.12142976448972774,0.8576916652747619
Gemert-Bakel,2019,0.02117802779616148,0.12227001985440104,0.8565519523494374
Gemert-Bakel,2020,0.022290421579712488,0.12211274430625099,0.8555968341140365
Gemert-Bakel,2021,-1.0,-1.0,-1.0
Gemert-Bakel,2022,-1.0,-1.0,-1.0
Gemert-Bakel,2023,-1.0,-1.0,-1.0
Gennep,2006,-1.0,-1.0,-1.0
Gennep,2007,-1.0,-1.0,-1.0
Gennep,2008,-1.0,-1.0,-1.0
Gennep,2009,-1.0,-1.0,-1.0
Gennep,2010,-1.0,-1.0,-1.0
Gennep,2011,-1.0,-1.0,-1.0
Gennep,2012,-1.0,-1.0,-1.0
Gennep,2013,0.025655021834061133,0.08105895196506549,0.8932860262008733
Gennep,2014,-1.0,-1.0,-1.0
Gennep,2015,-1.0,-1.0,-1.0
Gennep,2016,-1.0,-1.0,-1.0
Gennep,2017,0.031067961165048546,0.06529126213592233,0.9036407766990292
Gennep,2018,0.02978723404255319,0.06973995271867613,0.9004728132387706
Gennep,2019,0.030224321133412044,0.07083825265643448,0.8989374262101535
Gennep,2020,0.03129282777523983,0.07035175879396985,0.8983554134307903
Gennep,2021,-1.0,-1.0,-1.0
Gennep,2022,-1.0,-1.0,-1.0
Gennep,2023,-1.0,-1.0,-1.0
GM0689,2006,-1.0,-1.0,-1.0
GM0689,2007,-1.0,-1.0,-1.0
GM0689,2008,-1.0,-1.0,-1.0
GM0689,2009,-1.0,-1.0,-1.0
GM0689,2010,-1.0,-1.0,-1.0
GM0689,2011,-1.0,-1.0,-1.0
GM0689,2012,-1.0,-1.0,-1.0
GM0689,2013,0.01407111618178361,0.036698992203841034,0.9492298916143753
GM0689,2014,-1.0,-1.0,-1.0
GM0689,2015,-1.0,-1.0,-1.0
GM0689,2016,-1.0,-1.0,-1.0
GM0689,2017,0.014921511126444712,0.033810591685354496,0.9512678971882008
GM0689,2018,0.015123352483947276,0.03404866508955728,0.9508279824264954
GM0689,2019,-1.0,-1.0,-1.0
GM0689,2020,-1.0,-1.0,-1.0
GM0689,2021,-1.0,-1.0,-1.0
GM0689,2022,-1.0,-1.0,-1.0
GM0689,2023,-1.0,-1.0,-1.0
Gilze en Rijen,2006,-1.0,-1.0,-1.0
Gilze en Rijen,2007,-1.0,-1.0,-1.0
Gilze en Rijen,2008,-1.0,-1.0,-1.0
Gilze en Rijen,2009,-1.0,-1.0,-1.0
Gilze en Rijen,2010,-1.0,-1.0,-1.0
Gilze en Rijen,2011,-1.0,-1.0,-1.0
Gilze en Rijen,2012,-1.0,-1.0,-1.0
Gilze en Rijen,2013,0.06196394188692456,0.2075967092595834,0.7304393488534922
Gilze en Rijen,2014,-1.0,-1.0,-1.0
Gilze en Rijen,2015,-1.0,-1.0,-1.0
Gilze en Rijen,2016,-1.0,-1.0,-1.0
Gilze en Rijen,2017,0.048829953198127926,0.24399375975039003,0.707176287051482
Gilze en Rijen,2018,0.06218332565637955,0.23322585598034704,0.7045908183632734
Gilze en Rijen,2019,0.061538461538461535,0.23197586726998493,0.7064856711915535
Gilze en Rijen,2020,0.05989163860008786,0.22477668765558648,0.7153316737443257
Gilze en Rijen,2021,-1.0,-1.0,-1.0
Gilze en Rijen,2022,-1.0,-1.0,-1.0
Gilze en Rijen,2023,-1.0,-1.0,-1.0
GM0511,2006,-1.0,-1.0,-1.0
GM0511,2007,-1.0,-1.0,-1.0
GM0511,2008,-1.0,-1.0,-1.0
GM0511,2009,-1.0,-1.0,-1.0
GM0511,2010,-1.0,-1.0,-1.0
GM0511,2011,-1.0,-1.0,-1.0
GM0511,2012,-1.0,-1.0,-1.0
GM0511,2013,-1.0,-1.0,-1.0
GM0511,2014,-1.0,-1.0,-1.0
GM0511,2015,-1.0,-1.0,-1.0
GM0511,2016,-1.0,-1.0,-1.0
GM0511,2017,-1.0,-1.0,-1.0
GM0511,2018,-1.0,-1.0,-1.0
GM0511,2019,-1.0,-1.0,-1.0
GM0511,2020,-1.0,-1.0,-1.0
GM0511,2021,-1.0,-1.0,-1.0
GM0511,2022,-1.0,-1.0,-1.0
GM0511,2023,-1.0,-1.0,-1.0
Goeree-Overflakkee,2006,-1.0,-1.0,-1.0
Goeree-Overflakkee,2007,-1.0,-1.0,-1.0
Goeree-Overflakkee,2008,-1.0,-1.0,-1.0
Goeree-Overflakkee,2009,-1.0,-1.0,-1.0
Goeree-Overflakkee,2010,-1.0,-1.0,-1.0
Goeree-Overflakkee,2011,-1.0,-1.0,-1.0
Goeree-Overflakkee,2012,-1.0,-1.0,-1.0
Goeree-Overflakkee,2013,0.009481037924151697,0.012724550898203594,0.9777944111776448
Goeree-Overflakkee,2014,-1.0,-1.0,-1.0
Goeree-Overflakkee,2015,-1.0,-1.0,-1.0
Goeree-Overflakkee,2016,-1.0,-1.0,-1.0
Goeree-Overflakkee,2017,0.008526453869698294,0.011368605159597726,0.9801049409707039
Goeree-Overflakkee,2018,0.008716495968620614,0.013728481150577466,0.9775550228808019
Goeree-Overflakkee,2019,0.008227848101265823,0.014135021097046414,0.9776371308016877
Goeree-Overflakkee,2020,0.008995502248875563,0.014564146498179482,0.9764403512529449
Goeree-Overflakkee,2021,-1.0,-1.0,-1.0
Goeree-Overflakkee,2022,-1.0,-1.0,-1.0
Goeree-Overflakkee,2023,-1.0,-1.0,-1.0
Goes,2006,-1.0,-1.0,-1.0
Goes,2007,-1.0,-1.0,-1.0
Goes,2008,-1.0,-1.0,-1.0
Goes,2009,-1.0,-1.0,-1.0
Goes,2010,-1.0,-1.0,-1.0
Goes,2011,-1.0,-1.0,-1.0
Goes,2012,-1.0,-1.0,-1.0
Goes,2013,0.1617283950617284,0.09259259259259259,0.745679012345679
Goes,2014,-1.0,-1.0,-1.0
Goes,2015,-1.0,-1.0,-1.0
Goes,2016,-1.0,-1.0,-1.0
Goes,2017,0.17535545023696683,0.09123222748815166,0.7334123222748814
Goes,2018,0.17119244391971666,0.09327036599763874,0.7355371900826447
Goes,2019,0.16551724137931034,0.09080459770114943,0.7436781609195403
Goes,2020,0.15778251599147122,0.08208955223880597,0.7601279317697228
Goes,2021,-1.0,-1.0,-1.0
Goes,2022,-1.0,-1.0,-1.0
Goes,2023,-1.0,-1.0,-1.0
Goirle,2006,-1.0,-1.0,-1.0
Goirle,2007,-1.0,-1.0,-1.0
Goirle,2008,-1.0,-1.0,-1.0
Goirle,2009,-1.0,-1.0,-1.0
Goirle,2010,-1.0,-1.0,-1.0
Goirle,2011,-1.0,-1.0,-1.0
Goirle,2012,-1.0,-1.0,-1.0
Goirle,2013,0.10526315789473684,0.07350579839429082,0.8212310437109723
Goirle,2014,-1.0,-1.0,-1.0
Goirle,2015,-1.0,-1.0,-1.0
Goirle,2016,-1.0,-1.0,-1.0
Goirle,2017,0.12226248621395935,0.05782259335118955,0.8199149204348511
Goirle,2018,0.11382616764614907,0.06696566656356324,0.8192081657902877
Goirle,2019,0.11411962674009485,0.06914486767630412,0.8167355055836011
Goirle,2020,0.12344940965476012,0.06336870422956209,0.8131818861156778
Goirle,2021,-1.0,-1.0,-1.0
Goirle,2022,-1.0,-1.0,-1.0
Goirle,2023,-1.0,-1.0,-1.0
Gooise Meren,2006,-1.0,-1.0,-1.0
Gooise Meren,2007,-1.0,-1.0,-1.0
Gooise Meren,2008,-1.0,-1.0,-1.0
Gooise Meren,2009,-1.0,-1.0,-1.0
Gooise Meren,2010,-1.0,-1.0,-1.0
Gooise Meren,2011,-1.0,-1.0,-1.0
Gooise Meren,2012,-1.0,-1.0,-1.0
Gooise Meren,2013,-1.0,-1.0,-1.0
Gooise Meren,2014,-1.0,-1.0,-1.0
Gooise Meren,2015,-1.0,-1.0,-1.0
Gooise Meren,2016,-1.0,-1.0,-1.0
Gooise Meren,2017,0.038751345532831,0.10741196370905735,0.8538366907581117
Gooise Meren,2018,0.038398326609890926,0.123113700881518,0.8384879725085911
Gooise Meren,2019,0.0384365760438451,0.12389125261411987,0.8376721713420351
Gooise Meren,2020,0.03729930589637524,0.12101240973147304,0.8416882843721517
Gooise Meren,2021,-1.0,-1.0,-1.0
Gooise Meren,2022,-1.0,-1.0,-1.0
Gooise Meren,2023,-1.0,-1.0,-1.0
Gorinchem,2006,-1.0,-1.0,-1.0
Gorinchem,2007,-1.0,-1.0,-1.0
