;1996;2000;2003;2006;2008;2010;2012;2015;2017
GM0831;('169', '10');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0584;('51', '31');('49', '30');('48', '31');('51', '33');('52', '35');('51', '39');('49', '35');('45', '35')
GM1509;('', '');('', '');('', '');('403', '22');('404', '20');('405', '20');('398', '29');('396', '31')
GM0830;('43', '11');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0437;('182', '15');('188', '14');('210', '32');('190', '31');('193', '27');('191', '29');('194', '28');('192', '28')
GM0644;('42', '0');('43', '0');('43', '2');('45', '1');('45', '1');('46', '1');('46', '1');('', '')
GM0124;('70', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0594;('79', '4');('81', '4');('', '');('', '');('', '');('', '');('', '');('', '')
GM1926;('', '');('', '');('99', '3');('92', '16');('100', '22');('114', '32');('113', '43');('111', '48')
GM0832;('76', '10');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0833;('15', '2');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0834;('118', '37');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0835;('176', '11');('177', '12');('', '');('', '');('', '');('', '');('', '');('', '')
GM0595;('110', '6');('102', '6');('104', '14');('106', '14');('106', '13');('106', '13');('', '');('', '')
GM1661;('227', '1');('247', '1');('249', '15');('241', '11');('201', '14');('', '');('', '');('', '')
GM0836;('59', '1');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM1667;('', '');('128', '3');('130', '2');('129', '2');('130', '2');('129', '2');('129', '2');('129', '2')
GM0837;('36', '1');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0602;('19', '3');('19', '3');('18', '3');('', '');('', '');('', '');('', '');('', '')
GM0196;('117', '15');('114', '16');('127', '17');('135', '18');('107', '18');('99', '18');('97', '18');('80', '20')
GM1672;('88', '9');('103', '10');('103', '14');('115', '15');('118', '14');('113', '16');('106', '16');('', '')
GM0841;('122', '1');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0178;('71', '23');('72', '23');('337', '33');('', '');('', '');('', '');('', '');('', '')
GM1742;('', '');('', '');('', '');('330', '35');('332', '34');('337', '32');('337', '32');('332', '35')
GM0125;('108', '2');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM1670;('103', '7');('103', '7');('108', '6');('107', '6');('', '');('', '');('', '');('', '')
GM0126;('199', '2');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0838;('270', '86');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0276;('58', '3');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0600;('19', '80');('20', '80');('20', '77');('20', '76');('20', '74');('20', '75');('', '');('', '')
GM0127;('235', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0128;('86', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0278;('178', '7');('187', '8');('186', '11');('', '');('', '');('', '');('', '');('', '')
GM0704;('206', '19');('209', '20');('', '');('', '');('', '');('', '');('', '');('', '')
GM0604;('45', '20');('46', '21');('46', '11');('', '');('', '');('', '');('', '');('', '')
GM0441;('82', '12');('81', '12');('83', '37');('86', '40');('87', '39');('81', '37');('72', '37');('512', '67')
GM0039;('311', '18');('309', '18');('316', '25');('293', '19');('295', '23');('', '');('', '');('', '')
GM0458;('208', '0');('207', '0');('211', '0');('213', '2');('223', '1');('226', '2');('208', '2');('', '')
GM0844;('140', '10');('138', '14');('133', '20');('134', '22');('135', '25');('138', '25');('139', '25');('139', '25')
GM0962;('91', '26');('91', '36');('91', '37');('91', '37');('92', '36');('91', '37');('88', '37');('87', '37')
GM0607;('80', '31');('115', '55');('118', '30');('', '');('', '');('', '');('', '');('', '')
GM0129;('138', '28');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0608;('21', '9');('21', '9');('23', '10');('24', '10');('24', '10');('22', '7');('21', '7');('', '')
GM0444;('64', '0');('61', '0');('', '');('', '');('', '');('', '');('', '');('', '')
GM1676;('', '');('906', '57');('918', '62');('921', '57');('935', '56');('865', '54');('825', '61');('821', '61')
GM0964;('106', '0');('107', '0');('106', '0');('108', '0');('105', '0');('', '');('', '');('', '')
GM0965;('58', '5');('59', '5');('62', '5');('63', '5');('63', '4');('63', '6');('63', '6');('61', '6')
GM1702;('226', '4');('226', '4');('226', '3');('230', '3');('231', '3');('228', '2');('229', '2');('229', '2')
GM0845;('206', '12');('208', '12');('210', '19');('205', '21');('209', '19');('212', '19');('209', '18');('202', '18')
GM0846;('158', '16');('163', '17');('161', '18');('194', '18');('191', '18');('188', '18');('189', '20');('189', '20')
GM0968;('94', '45');('93', '53');('', '');('', '');('', '');('', '');('', '');('', '')
GM1883;('', '');('', '');('364', '127');('371', '131');('406', '214');('401', '218');('380', '216');('389', '215')
GM0051;('570', '20');('566', '29');('566', '36');('550', '41');('546', '38');('560', '38');('514', '50');('', '')
GM0130;('232', '8');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0610;('48', '28');('49', '29');('58', '34');('64', '33');('61', '32');('63', '34');('65', '38');('67', '38')
GM0040;('451', '2');('450', '4');('464', '5');('428', '3');('428', '7');('432', '6');('427', '6');('422', '9')
GM1698;('215', '67');('215', '67');('', '');('', '');('', '');('', '');('', '');('', '')
GM0131;('115', '5');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0091;('100', '77');('97', '78');('101', '92');('97', '121');('105', '117');('118', '115');('', '');('', '')
GM0612;('114', '199');('115', '201');('118', '207');('125', '186');('118', '190');('114', '211');('107', '231');('', '')
GM0849;('99', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0179;('35', '24');('35', '24');('', '');('', '');('', '');('', '');('', '');('', '')
GM0850;('123', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0532;('49', '82');('48', '103');('48', '63');('49', '62');('52', '68');('52', '71');('47', '73');('47', '73')
GM0280;('106', '0');('108', '0');('107', '0');('', '');('', '');('', '');('', '');('', '')
GM0181;('227', '37');('226', '38');('', '');('', '');('', '');('', '');('', '');('', '')
GM0973;('32', '3');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0617;('112', '4');('111', '5');('147', '3');('149', '3');('147', '3');('144', '3');('140', '3');('152', '3')
GM1900;('', '');('', '');('', '');('', '');('', '');('', '');('1165', '188');('1212', '196')
GM0974;('116', '2');('116', '2');('', '');('', '');('', '');('', '');('', '');('', '')
GM0975;('53', '0');('50', '0');('47', '1');('47', '0');('', '');('', '');('', '');('', '')
GM0976;('39', '48');('41', '60');('', '');('', '');('', '');('', '');('', '');('', '')
GM0853;('116', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0854;('33', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0448;('331', '15');('332', '15');('328', '9');('333', '9');('337', '6');('332', '6');('306', '5');('307', '5')
GM0977;('17', '0');('18', '0');('17', '0');('17', '0');('', '');('', '');('', '');('', '')
GM0282;('81', '13');('76', '13');('113', '13');('114', '13');('116', '13');('103', '11');('101', '13');('', '')
GM0856;('188', '79');('184', '82');('188', '85');('240', '88');('241', '90');('240', '90');('237', '89');('235', '90')
GM0857;('48', '4');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0450;('78', '8');('74', '8');('70', '13');('74', '13');('78', '13');('78', '15');('75', '12');('76', '12')
GM0283;('207', '6');('206', '6');('', '');('', '');('', '');('', '');('', '');('', '')
GM0619;('16', '3');('16', '3');('18', '2');('', '');('', '');('', '');('', '');('', '')
GM0720;('91', '4');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0860;('244', '46');('246', '47');('251', '70');('319', '63');('319', '62');('320', '70');('320', '68');('320', '68')
GM0453;('213', '220');('215', '221');('219', '206');('223', '209');('226', '226');('227', '224');('226', '192');('226', '195')
GM0454;('111', '0');('110', '0');('112', '1');('', '');('', '');('', '');('', '');('', '')
GM0862;('84', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0620;('210', '0');('213', '0');('212', '5');('215', '5');('227', '5');('237', '15');('237', '23');('229', '23')
GM0863;('117', '2');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0048;('330', '24');('332', '27');('330', '26');('338', '26');('339', '26');('339', '24');('339', '24');('335', '30')
GM0132;('63', '8');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0347;('97', '72');('103', '73');('', '');('', '');('', '');('', '');('', '');('', '')
GM0864;('113', '13');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0623;('85', '13');('88', '13');('85', '13');('94', '13');('87', '13');('75', '23');('74', '22');('', '')
GM0624;('39', '53');('38', '54');('', '');('', '');('', '');('', '');('', '');('', '')
GM0625;('26', '0');('27', '0');('29', '3');('', '');('', '');('', '');('', '');('', '')
GM0286;('143', '2');('145', '2');('146', '5');('', '');('', '');('', '');('', '');('', '')
GM0133;('301', '18');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0186;('215', '6');('217', '6');('', '');('', '');('', '');('', '');('', '');('', '')
GM0628;('16', '3');('16', '3');('14', '5');('', '');('', '');('', '');('', '');('', '')
GM0291;('48', '13');('49', '13');('47', '16');('', '');('', '');('', '');('', '');('', '')
GM0869;('70', '6');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0630;('41', '7');('63', '11');('58', '12');('', '');('', '');('', '');('', '');('', '')
GM0188;('217', '6');('225', '6');('', '');('', '');('', '');('', '');('', '');('', '')
GM0457;('62', '6');('55', '8');('65', '23');('64', '22');('73', '22');('72', '22');('70', '22');('65', '22')
GM0292;('81', '0');('82', '0');('83', '0');('', '');('', '');('', '');('', '');('', '')
GM0870;('245', '19');('384', '29');('376', '29');('377', '29');('362', '29');('366', '29');('359', '27');('339', '44')
GM0459;('71', '0');('71', '0');('74', '19');('80', '23');('79', '23');('82', '23');('', '');('', '')
GM0134;('303', '7');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0871;('27', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0558;('225', '13');('227', '13');('220', '13');('214', '11');('', '');('', '');('', '');('', '')
GM0725;('162', '8');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0726;('39', '2');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM1783;('', '');('', '');('', '');('438', '37');('432', '37');('425', '38');('410', '48');('405', '51')
GM0614;('182', '6');('182', '6');('178', '9');('178', '9');('181', '9');('180', '9');('182', '9');('164', '15')
GM0462;('164', '4');('168', '4');('139', '9');('149', '10');('151', '9');('143', '8');('', '');('', '')
GM0463;('378', '22');('377', '23');('423', '51');('465', '41');('468', '40');('484', '41');('', '');('', '')
GM1696;('', '');('', '');('108', '11');('127', '10');('132', '10');('128', '10');('113', '10');('112', '10')
GM0190;('129', '2');('130', '2');('', '');('', '');('', '');('', '');('', '');('', '')
GM0135;('126', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0872;('58', '15');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0052;('86', '76');('84', '76');('86', '80');('87', '98');('86', '96');('', '');('', '');('', '')
GM0053;('193', '12');('192', '14');('200', '22');('199', '21');('205', '23');('206', '20');('202', '21');('201', '21')
GM0295;('245', '10');('246', '10');('247', '9');('', '');('', '');('', '');('', '');('', '')
GM0990;('95', '2');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0466;('75', '3');('75', '3');('72', '2');('70', '7');('', '');('', '');('', '');('', '')
GM0874;('151', '25');('153', '30');('148', '29');('149', '34');('153', '35');('148', '35');('147', '35');('135', '36')
GM0875;('130', '5');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0710;('500', '1');('494', '2');('551', '1');('535', '1');('538', '1');('551', '1');('', '');('', '')
GM0683;('298', '5');('300', '15');('302', '14');('292', '12');('295', '12');('302', '12');('', '');('', '')
GM0473;('59', '7');('59', '7');('56', '2');('22', '4');('23', '5');('45', '7');('43', '6');('42', '6')
GM0707;('222', '0');('218', '0');('221', '4');('226', '1');('228', '0');('224', '0');('220', '0');('214', '0')
GM0478;('129', '10');('131', '10');('131', '9');('134', '10');('131', '10');('131', '10');('121', '10');('121', '10')
GM0298;('190', '1');('195', '4');('207', '4');('', '');('', '');('', '');('', '');('', '')
GM0878;('204', '17');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM1666;('90', '2');('90', '2');('89', '2');('87', '2');('88', '2');('', '');('', '');('', '')
GM0732;('90', '27');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0476;('269', '12');('262', '12');('286', '19');('291', '18');('285', '17');('286', '16');('270', '11');('', '')
GM0056;('241', '14');('250', '13');('254', '17');('256', '16');('254', '19');('269', '14');('260', '25');('259', '34')
GM0136;('77', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0137;('232', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')
GM0192;('39', '5');('37', '6');('', '');('', '');('', '');('', '');('', '');('', '')
GM0138;('134', '0');('', '');('', '');('', '');('', '');('', '');('', '');('', '')

